,id,name,main_trail,locality,walk,bike,off_road_v,mobility_a,horse,dog_access,dog_weblin,conditions,status,descriptio,weblink,image_link,managed_by,data_suppl,spatial_ac,date_modif,local_auth,geometry,affected_area,affected_length
19581,,Ninety Mile Beach,,,99.0,99.0,99.0,,99.0,,,,,,,,NZ Transport Agency,NZ Transport Agency,,,,"MULTILINESTRING ((1579717.7303267373 6174972.348742934, 1579720.4688742405 6174969.761287931), (1580885.8559964225 6173862.7521332335, 1581377.073714676 6173388.390908887), (1581500.7846369722 6173268.925217025, 1581564.54652779 6173207.351361949), (1586261.1680775667 6168050.628247367, 1586451.5249358648 6167804.328290998), (1587075.8766849386 6166996.488689467, 1587189.456822635 6166849.529009584), (1587273.4216158304 6166740.8881910425, 1588177.0269087395 6165571.7265111925), (1588353.4749608405 6165335.08621268, 1589537.5656000003 6163637.35, 1590261.4414546792 6162444.84230115), (1590260.7591008947 6162351.423851705, 1590187.2468133243 6162078.2996038245), (1590236.5575047128 6161796.01911815, 1590593.6359 6161665.9668, 1590603.9870247904 6161653.233968147), (1590663.542913697 6161579.974768338, 1591106.886089347 6161034.622043602), (1591260.3557132224 6160845.840345493, 1591307.429643279 6160787.935098654), (1591587.8067890052 6160443.045521519, 1591702.3111331365 6160302.194687458), (1591807.2792621711 6160173.074271663, 1591915.9044000003 6160039.4554, 1591954.462056811 6159987.9745696075), (1591972.095381651 6159964.431173031, 1592090.972298958 6159805.710884412), (1592524.5507090318 6159226.812205467, 1592600.736651077 6159125.091408999), (1592626.5934811826 6159090.568276754, 1592681.5466705137 6159017.196706655), (1592725.3054074745 6158958.771576552, 1592931.1390085637 6158683.94977504), (1592952.0143306241 6158656.077777536, 1593010.3618360218 6158578.174235732), (1593058.3493779965 6158514.102953562, 1593076.3447066797 6158490.076222156), (1600252.0117725197 6148717.151823316, 1600326.7723107517 6148611.869314891), (1600341.5431523647 6148591.068083475, 1600655.9789520858 6148148.2597448), (1600761.0122130876 6148000.345277519, 1601102.641632987 6147519.241166592), (1601154.7545948839 6147445.852404557, 1601294.381984438 6147249.220302052), (1601340.7113592855 6147183.976352328, 1601491.2818283904 6146971.933514532), (1601606.2308225757 6146810.055085953, 1601829.0641041195 6146496.247194837), (1601889.7297384718 6146410.814019651, 1601892.1130917037 6146407.457631205), (1602022.9884982735 6146223.150623517, 1602029.9579328306 6146213.335825901), (1602092.9184687177 6146124.670825531, 1602107.1527527831 6146104.625208318), (1602210.9558172522 6145958.443181438, 1602221.3933737741 6145943.744355581), (1602356.1255917249 6145753.337380922, 1602414.165640877 6145670.863519991), (1602462.9145255967 6145601.5922358055, 1602475.937073953 6145583.087429938), (1602738.2026051232 6145210.412849868, 1602749.885518152 6145193.811641591), (1602751.3823053555 6145191.684734025, 1602779.7127111254 6145151.427739419), (1602896.021992462 6144986.154352608, 1602899.5905604947 6144981.083481926), (1602963.7281152185 6144889.9451757725, 1602998.2929194833 6144840.829213575), (1603012.257342709 6144820.98602054, 1603030.5246859402 6144795.02845594), (1603038.3066256216 6144783.970460289, 1603063.7087174193 6144747.874546917), (1603156.797129417 6144615.597595784, 1603164.8222929384 6144604.193983453), (1606046.1331907304 6140463.517391197, 1606173.718171015 6140278.2736808155), (1606240.2647258681 6140181.65313264, 1606593.147134676 6139669.294651334), (1606599.708984148 6139659.767343806, 1607467.8723559466 6138399.260003126), (1607471.2916981669 6138394.295377677, 1607947.3323999997 6137703.1204, 1608217.3503498929 6137259.428078651), (1608265.0377411335 6137181.068364688, 1608293.3778022905 6137134.500099405), (1608329.6167926632 6137074.952347974, 1608419.0934308816 6136927.924725058), (1608438.0702729095 6136896.7420607405, 1608465.5940605851 6136851.515092492), (1608466.7017213549 6136849.694989132, 1608547.4625000318 6136716.989228721), (1608592.3263253707 6136643.2691859715, 1609025.742257521 6135931.082010557), (1609030.2623780314 6135923.654568186, 1609493.503270505 6135162.459147634), (1609553.9583400767 6135063.1196401445, 1610067.413348779 6134219.412602114), (1610153.3264672344 6134070.679754513, 1610170.1070660749 6134041.457725113), (1610234.5416719918 6133929.250171237, 1610353.7343010905 6133721.686034528), (1610373.309079044 6133687.598172569, 1610428.9052378815 6133590.7820455935), (1610545.8676910326 6133387.10157643, 1610584.382722459 6133320.030824582), (1610656.9489197652 6133193.662774712, 1611052.5661139842 6132504.728047739), (1611117.1033778554 6132392.341723499, 1611177.5406630484 6132287.095174102), (1611205.531359151 6132238.35168454, 1611207.0268397466 6132235.747428378), (1611212.7146045107 6132225.8426549705, 1611259.8572468227 6132143.747630071), (1611329.365603491 6132022.704557568, 1611333.7487646819 6132015.071643724), (1611336.0443688887 6132011.07403826, 1611358.5503842155 6131971.881668082), (1611821.10262893 6131132.921713957, 1611840.793963766 6131094.195851635), (1611938.7928856334 6130901.4667762555, 1611954.698032586 6130870.187000851), (1612057.4616510381 6130668.087459453, 1612081.472052122 6130620.867527721), (1612142.8703082227 6130500.118963323, 1612400.5752253681 6129993.304914192), (1612494.9800035777 6129807.644242942, 1612501.3621892298 6129795.092750373), (1612513.7807984555 6129770.669756447, 1612540.772105826 6129717.587440707), (1612643.771327959 6129513.798270557, 1612956.9084968572 6128763.296737458), (1613013.8098230392 6128626.92029679, 1613066.2511373314 6128501.233247525), (1613083.3208669878 6128460.321916808, 1613422.2391999997 6127648.0302, 1613585.131283355 6127229.762597474), (1613594.5019450642 6127205.700997141, 1614139.3246999998 6125806.7275, 1614457.7915165655 6124888.456435003), (1614538.0630406374 6124657.000553058, 1615323.9919999996 6122390.8435, 1615728.4775 6120535.6128, 1615958.9729000004 6117870.887, 1615945.0721040291 6116283.222138301), (1615944.9928425178 6116274.1693677455, 1615938.1090000002 6115487.9385, 1615865.8759000003 6114727.8547, 1615690.2714 6113727.6309, 1615561.2492000004 6113038.7271, 1615212.1937542367 6111980.535500086), (1615165.2557682525 6111838.23895927, 1615137.8020000001 6111755.0105, 1614928.4139999999 6111232.1351, 1614564.3263999997 6110392.1105, 1614217.4337409355 6109739.536136476))",0.0,40717.81483635592
6208,30,Ninety Mile Beach The Bluff - Hukatere,,,4.0,3.0,,,99.0,,,,open,,http://www.teararoa.org.nz/northland/ninety-mile-beach,,1,Kim Ollivier,,,Far North District,"MULTILINESTRING ((1590252.869960723 6161834.243826905, 1590356.0756 6161776.279, 1590412.6873000003 6161760.8395, 1590482.9573 6161731.4301, 1590615.3311840647 6161672.570603535), (1590699.557700108 6161605.382459024, 1590745.036333457 6161551.979434746), (1590771.0399813768 6161521.444800371, 1590786.5114318915 6161503.277538371), (1590830.7180785749 6161451.368137137, 1590943.7975523495 6161318.5852138465), (1591031.0094443904 6161216.442099486, 1591116.1900000004 6161119.4276, 1591130.3220044123 6161103.776737418), (1591150.0092448061 6161081.973581614, 1591150.4989 6161081.4313, 1591154.0863299526 6161077.459239189), (1591683.2910689514 6160410.697822851, 1591695.3118631577 6160395.255929755), (1591869.3615739818 6160171.671948384, 1591903.0317576784 6160128.419284023), (1592031.0606278507 6159963.95360127, 1592101.0476888376 6159874.048334172), (1592823.388153743 6158948.732338747, 1592917.0811 6158829.9325, 1592935.3269399398 6158806.053875228), (1593033.9177166992 6158677.026536836, 1593034.5761000002 6158676.1649, 1593069.9725510802 6158626.185823766), (1593116.297713515 6158560.775627142, 1593116.4852 6158560.5109, 1593124.6144000003 6158549.0908, 1593133.7260246826 6158536.292209221), (1600268.4889710667 6148730.358738517, 1600288.2695000004 6148702.4226, 1600296.3178000003 6148691.4309, 1600320.5004044774 6148658.745052325), (1600321.226790145 6148657.7632502485, 1600331.4427828987 6148643.955044299), (1600367.9467389456 6148594.615332027, 1600422.9683999997 6148520.2466, 1600438.4321999997 6148499.4045, 1600539.5935000004 6148363.0827, 1600573.1988000004 6148317.7987, 1600684.4710236827 6148167.254459198), (1600789.1613140465 6148019.731711048, 1600897.2415776397 6147867.013519834), (1600919.9159151055 6147834.974517618, 1600940.6305082873 6147805.704648197), (1600950.5561480536 6147791.679647689, 1600961.986724818 6147775.52816036), (1600970.5323592776 6147763.453117294, 1601018.009227495 6147696.367960416), (1601026.7202364758 6147684.05924196, 1601037.8843951046 6147668.284205375), (1601061.1874191656 6147635.356864471, 1601069.0916 6147624.1882, 1601085.6232377298 6147599.294265667), (1601096.7091578266 6147582.600688695, 1601127.4423466593 6147536.321548229), (1601177.2382828556 6147461.337037561, 1601234.387450854 6147375.279766129), (1601254.355622332 6147345.21097575, 1601293.8024000004 6147285.8106, 1601313.0700243185 6147263.127680876), (1601364.9702558178 6147202.029484683, 1601486.9633 6147058.4191, 1601526.310659328 6146998.001482324), (1601635.5303140176 6146830.295403632, 1601650.8736233022 6146806.735850715), (1601703.09375751 6146726.552169842, 1601730.7327621172 6146684.112655683), (1601774.4291579253 6146617.017120409, 1601811.048950325 6146560.787664242), (1601817.915555055 6146550.244036756, 1601840.2127997768 6146516.006760613), (1602408.4619824924 6145752.463863882, 1602417.5454143188 6145741.628513411), (1602780.0294107485 6145200.399589839, 1602787.424276113 6145188.946543542), (1606241.812786773 6140432.011359653, 1606247.617328447 6140422.841398331), (1606873.9612149892 6139447.283412296, 1606881.4219548688 6139435.967806762), (1606896.1222487055 6139413.67206546, 1606907.9392999997 6139395.7493, 1606921.4802195625 6139386.328296262), (1607306.5321552025 6138931.770509584, 1607327.3784653277 6138894.722484349), (1607337.9070205227 6138876.011154804, 1607339.1933732503 6138873.725051027), (1607374.7310137288 6138810.567619649, 1607382.203764529 6138797.287060234), (1607553.6541208068 6138580.162837829, 1607559.6231361574 6138567.573412217), (1607684.8677382474 6138380.900308252, 1607703.8359440756 6138356.742876561))",0.0,3212.4923415689864
6029,25,Ninety Mile Beach  - The Bluff,,,4.0,3.0,,,99.0,,,,open,,http://www.teararoa.org.nz/northland/ninety-mile-beach,,1,Kim Ollivier,,,Far North District,"MULTILINESTRING ((1579711.4962250057 6174965.982629305, 1579715.7794514785 6174963.127470474), (1580895.164693204 6173871.489243188, 1581102.4649999999 6173670.3799, 1581396.949206714 6173347.456587785), (1581463.4011092628 6173276.036266936, 1581567.1551927517 6173177.506242506), (1581643.5889811488 6173104.920925525, 1581701.219745428 6173050.191892976), (1582116.353230055 6172623.095321258, 1582122.091849266 6172616.05157658), (1586220.1601831727 6168025.893327444, 1586285.0854000002 6167944.4246, 1586327.3727000002 6167893.4078, 1586359.2506999997 6167859.4629, 1586374.8240999999 6167842.8788, 1586443.6602313498 6167769.576125749), (1586648.498688138 6167506.831091008, 1586662.9275299925 6167483.450649827), (1586663.2367001818 6167482.949671613, 1586683.3704000004 6167450.3251, 1586711.8119472242 6167412.824983501), (1586996.1696245628 6167042.736541741, 1587011.8187588856 6167025.239800853), (1587034.4531145722 6166999.933132224, 1587125.8629 6166897.7311, 1587160.1069999998 6166855.0659, 1587262.1519999998 6166721.2352, 1587682.8989000004 6166180.9958, 1587761.0312 6166079.2655, 1588149.5478348425 6165538.391241482), (1588315.7792908188 6165317.115021203, 1588403.3348000003 6165217.6715, 1588464.0390999997 6165091.1785, 1588572.9659000002 6164976.9069, 1588785.0487000002 6164663.8777, 1588967.665 6164458.3167, 1589051.3388999999 6164375.1537, 1589246.4759 6164095.4447, 1589451.2597000003 6163785.2228, 1589926.2260999996 6163053.2202, 1590100.4599000001 6162760.6361, 1590178.7506 6162587.0504, 1590220.978729069 6162423.753678119), (1590238.6530299883 6162355.406927616, 1590252.0050999997 6162303.7743, 1590242.7363999998 6162107.6938, 1590229.3133212512 6162072.945684671))",0.0,7051.996950497299
8522,F485__509059,Scott Pt To Twilight Beach Track,,,5.0,99.0,99.0,,99.0,,,,,SCOTT PT TO TWILIGHT BEACH TK,,,DOC,DOC,,,,"MULTILINESTRING ((1571198.2390285342 6183584.071768608, 1571240.8326834978 6183551.182904464), (1571317.9551834334 6183491.632452057, 1571378.5270999996 6183444.8616, 1571417.8816 6183422.1971, 1571419.4651816054 6183420.927316847), (1571427.299628336 6183414.645323901, 1571431.865611738 6183410.9841240095), (1571439.7817585978 6183404.636620422, 1571443.3350999998 6183401.7874, 1571454.6997124543 6183389.440307977), (1571609.0109548548 6183234.116768608, 1571628.7777746425 6183217.244450446), (1571677.4190864176 6183174.707209918, 1571684.5566057898 6183166.39642563), (1571701.05971064 6183147.180541605, 1571728.4186000004 6183115.3244, 1571731.7340089187 6183110.75699524), (1571796.5538030523 6183021.459341899, 1571867.7665999997 6182923.3545, 1571990.7295000004 6182791.8052, 1572028.9315 6182722.8578, 1572126.1909999996 6182627.4103, 1572496.8598999996 6182175.4935, 1572545.0952000003 6182126.0691, 1572573.3985000001 6182058.0898, 1572592.777775364 6182024.225730399), (1572608.263872165 6181997.164746433, 1572614.5082999999 6181986.253, 1572628.637 6181943.7172, 1572663.7272660094 6181880.306958636), (1572693.9534748315 6181724.279635847, 1572693.4274000004 6181717.2261, 1572699.7170033942 6181666.912952454), (1572702.037305046 6181648.351896685, 1572702.6577000003 6181643.3891, 1572702.0806299492 6181566.589142821))",0.0,1841.5895009305382
11294,3517462,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1572702.0808706356 6181566.589092149, 1572702.6601999998 6181643.3855, 1572702.0391263885 6181648.351513244), (1572699.7177351573 6181666.9130160855, 1572693.4248000002 6181717.2304, 1572693.9508591648 6181724.28379297), (1572663.7273942702 6181880.301001718, 1572628.6371999998 6181943.7143, 1572618.0412999997 6181975.5678, 1572614.5121 6181986.2557, 1572608.2749971799 6181997.1681251405), (1572592.792449012 6182024.237297947, 1572573.3982999995 6182058.091, 1572545.0986000001 6182126.0672, 1572530.7591000004 6182140.7142, 1572496.8603999997 6182175.4971, 1572126.1931999996 6182627.4152, 1572036.7505 6182743.7915, 1571990.7304999996 6182791.8017, 1571867.7685000002 6182923.3549, 1571796.5572075667 6183021.4591659), (1571731.7327254897 6183110.7646399215, 1571728.4219000004 6183115.3258, 1571701.0606743477 6183147.180560471), (1571684.5579015047 6183166.393584138, 1571677.4150207262 6183174.709540417), (1571628.7801788577 6183217.241743267, 1571609.0109409099 6183234.116776434), (1571454.692836606 6183389.455025791, 1571443.3383999998 6183401.7875, 1571439.7829720448 6183404.637694747), (1571431.8659029605 6183410.984381843, 1571427.2994528145 6183414.645058529), (1571419.464340556 6183420.92604526, 1571417.8833999997 6183422.1934, 1571378.5259999996 6183444.8588, 1571319.658629446 6183491.585080686), (1571239.4873285932 6183555.24143766, 1571206.179521207 6183581.693880851))",0.0,1827.1242561241534
2778,10,Cape Reinga Walkway,,,3.0,0.0,,,99.0,,,,open,,http://www.teararoa.org.nz/northland/cape-reinga-track,,1,Kim Ollivier,,,Far North District,"MULTILINESTRING ((1570453.9781721362 6188873.736448894, 1570454.0425757512 6188853.647200595), (1570454.6210049822 6188795.255955278, 1570447.3305000002 6188764.756, 1570447.4714000002 6188720.7752, 1570449.6051000003 6188678.7999, 1570450.7520000003 6188632.8231, 1570450.8705000002 6188595.8393, 1570454.0005 6188554.8667, 1570456.1150000002 6188518.8889, 1570461.5397788018 6188492.960689596), (1570949.4483767066 6183695.998180037, 1570993.2156999996 6183689.9238, 1571005.2591000004 6183688.2524, 1571008.931331467 6183687.744234932), (1571019.8335982112 6183686.235574281, 1571029.7618674769 6183684.861695846), (1571206.209303401 6183581.6839613, 1571239.4791676207 6183555.266056871), (1571319.6933662964 6183491.584114684, 1571378.5006999997 6183444.9095, 1571417.8677000003 6183422.1874, 1571419.4564171724 6183420.914065859), (1571427.2920723872 6183414.633900026, 1571431.8562151494 6183410.975804737), (1571439.7740366533 6183404.629783796, 1571443.3635999998 6183401.7528, 1571454.7015086166 6183389.436463276), (1571609.2047193274 6183234.015346551, 1571628.5658118643 6183217.483123398), (1571677.4791326576 6183174.672790742, 1571684.5311263427 6183166.452301842), (1571701.0634538464 6183147.180614885, 1571728.4023000002 6183115.3118, 1571731.7412724223 6183110.713730545), (1571796.5550288695 6183021.459278529, 1571867.8036000002 6182923.3435, 1571990.767 6182791.7585, 1572028.8905999996 6182722.8995, 1572126.2193 6182627.3843, 1572496.8970999997 6182175.5093, 1572530.7835 6182140.6805, 1572545.0559999999 6182126.0851, 1572573.4408999998 6182058.0835, 1572592.8101019948 6182024.251214166), (1572608.2725941823 6181997.167395341, 1572614.5042000003 6181986.2389, 1572618.0241 6181975.6032, 1572628.6750999996 6181943.6987, 1572663.7282760453 6181880.2600487145), (1572693.9466878644 6181724.290422487, 1572693.4186000004 6181717.2333, 1572699.697742055 6181666.911277555), (1572702.0129264737 6181648.357029016, 1572702.6304000001 6181643.4085, 1572702.1026434596 6181566.584508398))",0.0,2222.400439439654
19341,F485__511825,Twilight/Te Werahi Loop Track (Icon),,,5.0,99.0,99.0,,99.0,,,,,TWILIGHT/TE WERAHI LOOP TK (Icon),,,DOC,DOC,,,,"MULTILINESTRING ((1570949.4483805406 6183695.998201124, 1571008.931061 6183687.742747362), (1571019.8306179722 6183686.2300248705, 1571029.7639246976 6183684.851405854))",0.0,70.08134298920122
13438,3512824,Twilight/Te Werahi Loop Track,Twilight/Te Werahi Loop Track,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1571030.163455049 6183683.5107187955, 1571019.3315931775 6183685.300806273), (1571008.8034171748 6183687.040706232, 1570981.6156000001 6183691.5338, 1570949.4483813075 6183695.998205343))",0.0,71.010907770713
23690,,Hillary Trail,,,,,,,,,,,,,,,,Auckland Council,,,Auckland Council,"LINESTRING (1730628.3606950005 5909919.9723151345, 1730624.8967731104 5909927.07718287)",0.0,7.904296325747517
7082,3592499,Lion Rock Track,Lion Rock Track,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1730573.114 5909276.032, 1730576.6739999996 5909281.737, 1730588.3770000003 5909283.223, 1730595.204 5909264.23, 1730608.0379999997 5909258.077, 1730630.6770000001 5909254.671, 1730646.75 5909262.941, 1730654.7240000004 5909271.502, 1730643.477 5909275.605, 1730650.386 5909281.195, 1730662.063 5909283.22, 1730669.6890000002 5909279.254)",0.0,146.91216199552704
