,t50_fid,name_ascii,macronated,name,status,track_type,track_use,geometry,affected_area,affected_length
12882,3512817,Waipoua Coastal Track,N,Waipoua Coastal Track,,,foot,"MULTILINESTRING ((1655397.9935576962 6036750.334073077, 1655381.9825048014 6036784.500865111), (1655325.0648128812 6036860.908685778, 1655302.804007655 6036889.240619702, 1655290.2704422388 6036901.774185119), (1655232.2561026518 6036961.381140028, 1655223.6282658656 6036970.60400004), (1655182.263708332 6037014.82128568, 1655124.282881705 6037076.800790006, 1655095.73030035 6037139.34453964), (1655093.4396833142 6037144.362081719, 1655088.2093942903 6037155.818905295), (1655076.133442383 6037181.499813045, 1655051.890726131 6037207.681946597), (1655035.4303477912 6037225.459155203, 1655020.3338716542 6037241.763349431, 1654996.6435031432 6037278.779550231), (1654920.6087692995 6037379.087427568, 1654908.2687315987 6037396.096668721, 1654905.4145088093 6037398.750151123), (1654904.5266815166 6037399.575536621, 1654872.0400753124 6037429.777326815, 1654859.9713000003 6037442.808600001, 1654813.6378000006 6037481.226400001, 1654745.984000001 6037571.610200001, 1654724.677100001 6037617.796500001, 1654705.0176279875 6037655.104554428), (1654679.8034918744 6037702.729577668, 1654665.0958653707 6037729.199983877, 1654665.0958653707 6037751.353402374), (1654594.0726808426 6037838.628093119, 1654587.2369810427 6037840.426961487, 1654561.8136718748 6037851.549659248, 1654540.7269276155 6037881.1040919805), (1654537.9731668318 6037884.963665409, 1654527.7059544725 6037899.353826037, 1654487.486298342 6037952.980034211), (1654480.4419395158 6037962.372512646, 1654471.0561330505 6037974.886921266), (1654450.5571797248 6038002.218859034, 1654432.7959887767 6038025.900446964, 1654427.23316675 6038034.916055077), (1654341.4514570404 6038148.0877410695, 1654319.8079343764 6038161.486112243, 1654242.976057385 6038227.019183795, 1654181.9625080088 6038321.929149491, 1654162.5214041127 6038355.95108131), (1654080.9402399133 6038473.224656041, 1654079.5232750461 6038474.932280368), (1654042.589884308 6038519.441751257, 1654029.058710505 6038535.748550455), (1653954.3446078952 6038625.78862283, 1653951.466877033 6038629.256657459, 1653929.4580355186 6038657.66807105), (1653920.8567434242 6038668.771557208, 1653884.5999930978 6038715.5757258115), (1653866.8106290072 6038738.540177638, 1653827.1800171947 6038789.699694704, 1653824.7512588485 6038794.094192897), (1653822.0337717552 6038799.011105334, 1653807.9910676794 6038824.419412332), (1653740.445470468 6038896.9133481085, 1653718.0835000006 6038917.309900001, 1653694.9036000008 6038941.912400001, 1653670.1510000005 6038978.842000001, 1653658.7273853838 6038998.011525698), (1653485.7259498183 6039235.521272241, 1653455.195100001 6039268.0711, 1653449.3919462305 6039278.036440398), (1653398.4917112722 6039360.334654763, 1653395.1966572395 6039364.99317943), (1653292.373224061 6039491.377012666, 1653272.2439287978 6039524.021095612), (1653118.866867559 6039709.369026695, 1653095.6640688647 6039729.836894941, 1653095.0089492358 6039730.999055641), (1653078.4467877843 6039760.379785961, 1653073.190200001 6039769.7048, 1653070.1092263376 6039775.828804393), (1652937.873492091 6039940.769586247, 1652882.741200001 6039996.417200001, 1652875.9012667728 6040007.69618239), (1652837.2673846842 6040071.403072666, 1652820.917928866 6040098.363163954), (1652741.5464000155 6040237.909144656, 1652728.9361284291 6040260.804162988, 1652710.982681407 6040290.299111667), (1652571.4955939834 6040436.253912922, 1652521.9994641957 6040489.763242423), (1652177.7110251505 6040888.89942563, 1652162.670791158 6040915.288518314), (1652123.0013702305 6040968.3261159975, 1652112.513489548 6040980.996737708), (1652104.5560687447 6040989.444214136, 1652087.4854683783 6041006.430545498), (1651887.7571902263 6041276.805120293, 1651861.1018000003 6041297.799400001, 1651859.9054362187 6041299.194574209, 1651843.109781933 6041329.671157611, 1651804.6938434364 6041377.1261404585, 1651786.6157547329 6041406.503034603, 1651802.038602726 6041437.692183384))",0.0,2299.0468868180496
19199,3517462,,N,,,,foot,"MULTILINESTRING ((1572702.0808354144 6181566.589099565, 1572702.6601920007 6181643.385459001, 1572702.0391172327 6181648.351515172), (1572699.7177419113 6181666.913016673, 1572693.424846001 6181717.230428001, 1572693.9508939383 6181724.283737703), (1572663.727393267 6181880.301048313, 1572628.637248001 6181943.714328, 1572618.0413380004 6181975.567844001, 1572614.512116001 6181986.255668, 1572608.2750084996 6181997.168128579), (1572592.7924798108 6182024.237322226, 1572573.398337001 6182058.091046001, 1572545.0985990008 6182126.067209999, 1572530.7590760011 6182140.714229001, 1572496.8604100011 6182175.497149001, 1572126.193217001 6182627.415162001, 1572036.7505440004 6182743.791474001, 1571990.7304870011 6182791.801702001, 1571867.768457001 6182923.354925001, 1571796.5572318793 6183021.459164643), (1571731.7327052332 6183110.764760578, 1571728.4219340002 6183115.325849, 1571701.0607258235 6183147.180561478), (1571684.5578584797 6183166.393678491, 1571677.4150834065 6183174.709504488), (1571628.78011911 6183217.241810543, 1571609.010989525 6183234.1167491535), (1571454.692833321 6183389.455032822, 1571443.338359001 6183401.787541001, 1571439.7829776392 6183404.637699701), (1571431.8659102744 6183410.984388319, 1571427.299458871 6183414.645067686), (1571419.4643478533 6183420.926056294, 1571417.8834380005 6183422.193386999, 1571378.5260230005 6183444.858774001, 1571319.658597698 6183491.585081569), (1571239.487330008 6183555.241433391, 1571206.1795615084 6183581.693867428), (1571057.3899918601 6183659.890129695, 1571045.0286183227 6183660.639135301, 1571018.5357458522 6183683.818883645), (1571009.6337631084 6183691.607609462, 1571004.189480069 6183696.371045775, 1570990.1695742207 6183732.473701931, 1570994.635718843 6183736.892021221, 1570994.7245181864 6183737.09389745))",0.0,1927.175775980638
12763,3511841,Te Araroa Trail,N,Te Araroa Trail,,,foot,"MULTILINESTRING ((1579715.2717623846 6174969.838116591, 1579718.8969141315 6174967.53753952), (1580895.3605832546 6173871.673104898, 1580940.4911811883 6173828.323977935, 1581107.7132199723 6173668.702940915, 1581188.7905721087 6173595.226590541, 1581302.8055985523 6173468.543227824, 1581366.1472799107 6173407.735213721, 1581375.3962099454 6173396.335369725), (1581474.9371810076 6173273.645335625, 1581475.094971845 6173273.450849244, 1581566.2494020786 6173188.273758697), (1581656.3957752667 6173102.78937712, 1581702.381243333 6173057.671559394), (1582125.5860748247 6172626.507786589, 1582128.3396452668 6172622.804709098), (1586231.074315744 6168032.476454892, 1586403.077781451 6167833.667254271, 1586445.1812254663 6167783.143121452), (1586689.5964868537 6167459.821785955, 1586715.0033959334 6167423.007693207), (1587067.8534457902 6166996.140405988, 1587097.302609127 6166959.552051539, 1587183.4472957728 6166837.936023333, 1587218.9447542967 6166792.132851045), (1587219.7516198442 6166791.091734209, 1587261.9909806568 6166736.589333161, 1587363.3376708282 6166617.506972209, 1587421.6120176762 6166536.42962007, 1587621.7717307666 6166295.731230913, 1587771.258098769 6166103.172519587, 1587821.9314438542 6166022.095167449, 1587900.4751287382 6165915.681142769, 1587946.0811393168 6165829.536456123, 1588000.000000001 6165764.833823301))",0.0,2793.327007929707
20540,6637301,,N,,,,foot,"MULTILINESTRING ((1580076.8577496056 6187563.163890826, 1580069.6473000003 6187565.697300001, 1580068.750748409 6187566.028333601), (1580066.8281768963 6187566.73820437, 1580050.917822886 6187572.612781818), (1579897.582579125 6187634.54483851, 1579875.9510290008 6187638.945080001, 1579864.9520331647 6187640.676956202))",0.0,58.76759023285247
19236,3517647,Te Werahi Beach Track,N,Te Werahi Beach Track,,,foot,"MULTILINESTRING ((1570386.6049649415 6188498.262680911, 1570387.977485001 6188516.666421998, 1570392.4714710005 6188603.948656001, 1570419.5178400008 6188740.780804001, 1570431.5234421527 6188825.580358167), (1570435.7339495267 6188855.320569747, 1570438.5409544427 6188875.147377467))",0.0,351.0019596304697
19203,3517481,,N,,,,foot,"MULTILINESTRING ((1571829.7129822508 6190203.185090657, 1571825.5992090004 6190204.272915001, 1571807.557302001 6190204.262917001, 1571792.2530150004 6190206.392483001, 1571781.0386670008 6190211.721399001, 1571767.325828001 6190221.159478, 1571754.7728487216 6190230.804643437), (1571715.2055313857 6190261.839549985, 1571714.4782120008 6190262.091146001, 1571707.1026073212 6190267.722004061))",0.0,92.6912981417061
25632,7878456,,N,,,,vehicle,"MULTILINESTRING ((1606028.1963896044 6104933.045030365, 1606000.5013334686 6104937.169825961, 1605960.4318905445 6104953.669008339, 1605912.112856431 6104987.256629615, 1605868.5078744283 6105021.433507402, 1605843.1698443424 6105025.558302997, 1605818.4210707722 6105034.986407215, 1605799.5648623388 6105049.128563539, 1605791.033910873 6105056.655873656), (1605452.9691792093 6105303.306534648, 1605441.8861586004 6105309.57994254, 1605435.1332823741 6105313.438728955), (1605403.7205415163 6105331.388866587, 1605400.6382026505 6105333.150203081, 1605398.5242378663 6105335.154824859), (1605139.1594615232 6105637.222990002, 1605135.472771543 6105640.742103165, 1605113.6702805404 6105670.204928845, 1605097.1710981606 6105709.095858741, 1605090.100019997 6105766.84299707, 1605088.4214529153 6105783.476070876), (1605076.4930910333 6105886.755288983, 1605074.779350645 6105914.746381977, 1605076.30092819 6105923.267216228), (1605083.1012868965 6105961.349224984, 1605089.510763485 6105997.242293877, 1605100.706637241 6106042.615045421, 1605109.545484947 6106092.701849075, 1605123.6876412705 6106118.039879159, 1605138.7136823684 6106143.672537508, 1605142.8384779627 6106180.795697862, 1605142.8384779627 6106200.168786703), (1605137.9431105903 6106225.958576554, 1605129.2855781503 6106245.908542611, 1605120.152102191 6106278.023022602, 1605118.6789609063 6106301.004026631, 1605117.7994020234 6106309.548312922), (1605064.0230791545 6106499.591272095, 1605062.6995921163 6106504.002895556, 1605060.0479378067 6106518.734308398, 1605060.6371943187 6106536.412003805, 1605068.886785511 6106557.330610037, 1605074.484722389 6106578.543844525, 1605080.6719157808 6106605.060387635, 1605089.7028062446 6106617.581303506), (1605107.9607560493 6106699.583715515, 1605105.715317607 6106716.724496955, 1605111.3132544868 6106738.526987957, 1605114.5541653102 6106762.391876757, 1605121.498594748 6106790.447371685), (1605129.2292320966 6106844.208129034, 1605129.2855781503 6106844.593160401, 1605130.758719435 6106860.503086267, 1605133.7050020024 6106876.265698003, 1605145.6374464026 6106897.626246621, 1605157.4225766743 6106912.652287717, 1605180.6982089607 6106937.990317801, 1605201.0275586788 6106952.721730638, 1605221.3569083968 6106964.064918526, 1605235.4990647202 6106973.934965129, 1605255.3864720548 6107005.460188605, 1605268.644743611 6107027.262679607, 1605283.8180988366 6107044.056490244, 1605299.2860823171 6107064.533154089, 1605316.9637777228 6107084.715189679, 1605334.9361013891 6107102.834827471, 1605343.627634963 6107119.334009853, 1605350.1094566109 6107137.1590193845, 1605357.033220645 6107158.666882133, 1605359.9795032125 6107171.9251536885, 1605369.260293305 6107190.192105609, 1605376.478685595 6107204.334261934, 1605381.3400518326 6107217.44521936, 1605389.589643021 6107236.89068431, 1605397.5446059546 6107264.733054575, 1605401.8167156791 6107286.682859707, 1605405.794197145 6107302.445471445, 1605413.307217691 6107314.967172359, 1605422.2933795247 6107333.5287525365, 1605425.239662093 6107345.461196935, 1605430.1010283288 6107363.138892342, 1605438.7925619045 6107387.445723527, 1605451.0196345607 6107410.868669941, 1605464.277906117 6107433.849673971, 1605479.598575469 6107450.496170479, 1605493.7407317962 6107464.491012677, 1605505.4546319565 6107478.1371025555), (1605511.800940825 6107489.6593783675, 1605515.3959086686 6107497.784005695, 1605521.2884738045 6107514.283188073, 1605523.0562433442 6107528.425344399, 1605523.940128115 6107551.700976685, 1605524.8637019703 6107570.730832927, 1605529.5404422695 6107583.825705764), (1605561.980601416 6107630.9100514045, 1605567.103167735 6107643.624992803, 1605570.9333350724 6107665.722112062, 1605574.4688741546 6107681.190095543, 1605580.3614392923 6107705.202298471, 1605580.214125163 6107716.987428741, 1605580.0668110345 6107733.191982864, 1605580.8298008908 6107744.417007125, 1605579.6242367728 6107800.415147995, 1605577.534654907 6107822.189926261, 1605577.2247251365 6107823.340173952, 1605577.1943194782 6107825.068628993, 1605574.6869951831 6107850.025047093, 1605573.7794125003 6107855.036128713), (1605573.0702661118 6107919.672599616, 1605579.3127311543 6107936.218342325, 1605586.6366233807 6107966.104396274, 1605598.009970299 6108000.884216706, 1605598.272967521 6108001.455115355, 1605609.070598621 6108022.028790074, 1605628.2136859987 6108043.8179003745, 1605658.546727351 6108063.155963037, 1605688.9958005324 6108077.600635457, 1605716.0040456904 6108082.674943789, 1605716.9578359649 6108083.634780965, 1605748.1034696186 6108098.166048823, 1605776.7449189508 6108117.002491237, 1605778.0487024467 6108117.671785773, 1605781.4155715862 6108121.375577711), (1605796.019695804 6108137.4411375215, 1605806.3476431966 6108148.802603235, 1605843.9772068849 6108195.209116483, 1605971.8302626563 6108354.968476237, 1605971.4990408788 6108365.697281214), (1606006.5471273228 6108452.632855195, 1606011.2870888868 6108460.764410101, 1606021.4773258902 6108472.027177975), (1606030.400438221 6108481.889455256, 1606030.5683342284 6108482.075022457, 1606030.8825571127 6108482.761782412, 1606037.744946633 6108486.398323715), (1606062.1884180408 6108496.363438405, 1606073.8207262643 6108500.527471201, 1606075.2990519544 6108501.761231473, 1606124.5028726663 6108516.067717995, 1606125.114808431 6108516.3823902765, 1606164.8286014404 6108529.386302553, 1606189.0351522546 6108540.031636983, 1606204.9850461902 6108550.977753333, 1606228.332346077 6108567.634801183, 1606234.5744160956 6108572.914710922), (1606278.12345978 6108597.900956276, 1606289.4808825944 6108604.585110233, 1606290.3645705283 6108605.187583671, 1606295.7326583993 6108609.809811644), (1606341.8637644297 6108651.840477396, 1606349.6304760687 6108658.145744467, 1606360.0923739765 6108669.675120438, 1606371.8957918533 6108677.956789637), (1606506.3530631366 6108698.225326514, 1606514.2264711205 6108698.241886953, 1606538.6175422687 6108687.636813235, 1606567.124509167 6108683.782384391, 1606577.091026081 6108681.985457942), (1606583.2933228647 6108680.867206578, 1606596.3491297187 6108678.513292483, 1606599.8924424127 6108678.034475978, 1606611.4062599763 6108676.598211933, 1606613.6054772362 6108676.121600214, 1606614.4976590704 6108676.120641881, 1606625.6189252129 6108669.489018537, 1606644.2499624668 6108657.739474201, 1606646.7918273024 6108656.336997725, 1606668.9484052965 6108647.0239089085, 1606675.4275889145 6108645.629880181, 1606677.6294919727 6108645.627519223, 1606699.1479888642 6108624.085600891, 1606712.3590087947 6108605.619622607, 1606736.2599261263 6108584.085428221, 1606760.363924901 6108570.260642175, 1606785.576196961 6108548.478374288, 1606803.1544720046 6108528.778262405, 1606803.7680179048 6108528.16574881, 1606830.0293721966 6108503.876726907))",0.0,3402.4097308449823
84975,3511725,Te Araroa Trail,N,Te Araroa Trail,,,foot,"MULTILINESTRING ((1614349.9225366255 6125710.990183985, 1614351.0117387373 6125708.07712587), (1615473.063174531 6122101.919680524, 1615525.6730000004 6121821.6006000005, 1615560.426383088 6121673.957938604), (1615574.1282681716 6121615.748273813, 1615682.1511000004 6121156.8353, 1615698.9384081962 6121067.933060003), (1615706.3737416714 6121028.557015115, 1615725.5856715 6120926.814461961), (1615727.3433635312 6120917.506075115, 1615730.9549849825 6120898.379647382), (1615789.6241637506 6120587.679364143, 1615843.9026343944 6120300.231396454), (1615895.180433613 6119789.7615438085, 1615896.714979904 6119778.492214201), (1615900.4013743654 6119751.420242179, 1615903.9491276618 6119725.366416692), (1615905.4568639707 6119714.293972979, 1615923.1209518828 6119584.573266544), (1615924.7532019785 6119572.586424283, 1615949.3341423287 6119392.070058933), (1616006.3489176647 6118878.527782226, 1616029.0313000008 6118533.2514, 1616063.0309000006 6118097.437400001, 1616075.3945000004 6117843.985300001, 1616084.6671000011 6117349.444600001, 1616087.7580000004 6117207.264100001, 1616093.939700001 6116749.814000001, 1616081.576200001 6116487.0892, 1616071.535100734 6116278.234413219), (1616071.1005448324 6116269.195653841, 1616066.1218000008 6116165.637800001, 1616041.3948000008 6115834.9137, 1616016.667700001 6115501.098700001, 1615998.1225000005 6115170.374600001, 1615954.8502000002 6114821.105300001, 1615893.0326000005 6114317.291900001, 1615775.5792000005 6113674.389, 1615719.9433000004 6113399.3008, 1615614.8534000004 6112910.941800001, 1615413.946300001 6112175.312500001, 1615350.189747354 6111943.470461963), (1615293.9436084426 6111762.153444488, 1615063.4773532106 6111221.26333438), (1615059.1939319486 6111211.21040843, 1615009.041100001 6111093.504800001, 1614662.9586000005 6110340.936800001, 1614458.4942000005 6109941.5178000005, 1614440.6588219109 6109900.31193697))",0.0,10807.005468916916
78885,3526445,New Plymouth Coastal Walkway,N,New Plymouth Coastal Walkway,,,foot,"MULTILINESTRING ((1691781.862216897 5676475.33405029, 1691785.923800001 5676477.323400001, 1691811.9661000008 5676481.898400003, 1691828.7681826206 5676490.1660625795), (1691935.3325268242 5676535.247995111, 1691938.1415771334 5676536.700955964), (1691949.3051917583 5676545.092011397, 1691975.9625000004 5676565.656200001, 1691986.7410909403 5676571.8481357))",0.0,98.95030502930175
78554,3516182,New Plymouth Coastal Walkway,N,New Plymouth Coastal Walkway,,,foot,"MULTILINESTRING ((1692528.581147243 5676461.130863215, 1692540.7533973763 5676459.570318326, 1692557.2730207546 5676459.870675115, 1692582.5029910067 5676460.771745481, 1692584.7401933735 5676460.532472501), (1692592.9116073844 5676459.658524478, 1692609.6891796421 5676457.864131723), (1692651.4083378762 5676454.280864363, 1692666.735256432 5676453.698829481), (1692706.462179841 5676454.657143701, 1692714.960334829 5676455.365323283, 1692719.48571352 5676455.955590069), (1692817.536689546 5676481.724530409, 1692858.4284000006 5676496.181200002, 1692943.725800003 5676529.812800002, 1692986.1309000002 5676544.922600001, 1693017.3254000023 5676560.032400001, 1693055.8370000003 5676584.948700002, 1693095.701600003 5676605.350500001, 1693125.944100001 5676618.6572, 1693147.6478064503 5676625.292114851), (1693263.4792876474 5676720.25344856, 1693268.343600003 5676724.778400001, 1693283.9409000007 5676738.913400001, 1693295.638799999 5676754.9981, 1693326.2504000003 5676797.4258, 1693380.7020000005 5676843.500300002, 1693465.1719000004 5676903.536800003, 1693509.8502000002 5676930.0645, 1693560.609896502 5676944.528383525), (1693706.6023245668 5677065.352947482, 1693710.4282000028 5677069.380200002, 1693711.2191147304 5677069.823110692))",0.0,848.7797851108282
79175,3545481,,N,,,,foot,"MULTILINESTRING ((1698612.4515719477 5680486.722434326, 1698627.0780000007 5680489.160200001, 1698635.5223000003 5680492.0973000005, 1698653.5124000004 5680489.527300001, 1698677.0097000003 5680489.527300001, 1698698.3041000003 5680483.285800001, 1698720.7000000011 5680481.8173, 1698733.1829000004 5680476.3101, 1698754.8445000006 5680471.170000001, 1698777.9746000003 5680473.372900001, 1698788.2547000004 5680469.7015, 1698798.5347000007 5680466.03, 1698809.182000001 5680470.435800001, 1698822.3992000008 5680466.3972000005, 1698849.2008000007 5680448.4071, 1698867.5580000011 5680438.494100001, 1698887.0167000005 5680431.5184, 1698907.2097000005 5680424.9098000005, 1698931.0741000008 5680418.668300001, 1698954.2043000003 5680415.7311, 1698967.325981087 5680413.544190382), (1699073.530746531 5680407.891855939, 1699074.995000001 5680408.755400001, 1699089.3137000008 5680413.161100001, 1699108.0381000005 5680413.5283, 1699127.4968000008 5680420.504000001, 1699142.5497000003 5680419.0354, 1699153.564100001 5680424.175500001, 1699168.6170000006 5680428.948400001, 1699174.1242000004 5680427.8469, 1699180.0141000987 5680428.475020689))",0.0,483.4266042521655
30216,3525432,,N,,,,vehicle,"LINESTRING (1707747.4495261097 5956596.946870514, 1707741.9972404568 5956597.930069567, 1707702.3744519986 5956611.2812265465, 1707667.9198533408 5956622.909653595, 1707651.5539189791 5956637.122175541, 1707621.4061451545 5956651.334697487, 1707582.6447216626 5956665.547219433, 1707533.5469185766 5956677.175646481, 1707496.077542535 5956690.957485943, 1707490.0479877703 5956704.739325405, 1707490.0479877703 5956715.075705003, 1707485.741162939 5956741.3473364785, 1707471.0979585089 5956770.633745339, 1707454.7320241462 5956802.934931579, 1707437.5047248183 5956821.023595875, 1707416.4012831403 5956848.156592319, 1707406.9262685087 5956861.0770668145, 1707407.3569509909 5956868.398669029, 1707406.4955860246 5956898.977125338, 1707406.0649035424 5956926.110121781, 1707368.1648450186 5956951.951070774, 1707328.9727390446 5956971.331782519, 1707302.270425085 5956984.682939499, 1707290.2113155546 5957001.9102388285, 1707272.9840162266 5957032.058012653, 1707253.6033044811 5957069.958071177, 1707235.945322669 5957109.150177149, 1707217.856658373 5957144.466140775, 1707205.7975488445 5957161.693440103, 1707177.3725049505 5957181.504834331, 1707151.5315559562 5957204.331005941, 1707144.209953743 5957234.478779767, 1707133.8735741451 5957265.4879185585, 1707121.3837821325 5957284.007265339, 1707169.522455329 5957308.516544092, 1707235.4556366866 5957331.122206271, 1707277.5542724223 5957348.734900815)",0.0,1177.7681666486933
68973,3553605,,N,,,,vehicle,"LINESTRING (1707121.3837821325 5957284.007265339, 1707087.187939995 5957299.990104597, 1707051.278726939 5957325.693079315, 1707017.6231886651 5957377.0177751845, 1706969.6640466247 5957444.328851732, 1706889.7321432224 5957547.819631927, 1706875.0334017286 5957566.104291847, 1706850.0538177006 5957606.58844527, 1706822.4901387747 5957655.255565874, 1706805.2628394468 5957694.016989364, 1706782.8673503185 5957729.332952988, 1706762.6252736067 5957759.050044331, 1706745.3290460669 5957790.352959915)",0.0,639.6126121732426
72640,3553609,,N,,,,vehicle,"LINESTRING (1706925.962332448 5957857.85320691, 1706864.6461578645 5957839.315758781, 1706780.9815695127 5957807.466171169, 1706745.3290460669 5957790.352959915)",0.0,193.12591451510693
77472,8061318,New Plymouth Coastal Walkway,N,New Plymouth Coastal Walkway,,,foot,"MULTILINESTRING ((1696470.513909908 5678838.18737216, 1696487.3849000009 5678850.712800001, 1696525.0218000002 5678883.368300001, 1696547.7146000024 5678899.419300001, 1696558.7843000023 5678904.6774, 1696567.7169813793 5678908.381190879), (1696599.9188499146 5678923.169130925, 1696615.5163000003 5678930.967900002, 1696642.9137000022 5678935.949200001, 1696680.5506000007 5678943.4213000005, 1696715.6967000011 5678949.786300001, 1696734.1641523223 5678950.023026015), (1696782.936865643 5678964.21690947, 1696787.649600001 5678966.667500002, 1696808.4052000009 5678978.567400001, 1696819.486779589 5678981.810791531))",0.0,299.18846100817876
78361,8063119,,N,,,,vehicle,"MULTILINESTRING ((1697151.8496367983 5679268.211656518, 1697151.7317298586 5679269.733492566, 1697153.815142177 5679272.419070874, 1697156.4924881072 5679273.631527512), (1697171.1920626913 5679285.996930778, 1697176.2056882167 5679296.456409261, 1697182.9525632225 5679312.728284277, 1697185.0692298925 5679315.374117615, 1697203.9869382447 5679327.148075959, 1697204.4193669453 5679327.412828225), (1697213.74330154 5679337.12094546, 1697218.4775320264 5679348.1439298745, 1697221.9566655066 5679355.228638407, 1697227.0056882668 5679359.294950991, 1697241.955410078 5679363.8167804275), (1697261.3776499368 5679376.828840289, 1697285.610896661 5679401.628284367, 1697298.840063341 5679413.666826047, 1697314.847355025 5679423.985576057, 1697318.6838133624 5679425.705367724, 1697322.3879800327 5679425.705367724, 1697330.325480041 5679425.176201059, 1697343.0531480536 5679428.028954233))",0.0,205.75981626070137
79482,6272497,,N,,,,foot,"MULTILINESTRING ((1688181.6424581301 5675140.616443807, 1688182.737054152 5675150.015640744), (1688313.640971367 5675704.525230069, 1688314.3140000002 5675706.617000001, 1688315.3660000004 5675714.818000001, 1688315.1578067702 5675719.117306306), (1688329.1739437564 5675749.765297777, 1688329.0930000003 5675750.275, 1688322.4760000007 5675755.296000001, 1688315.5950000007 5675760.581, 1688302.6330000004 5675761.100000001, 1688304.0127000008 5675774.1066000005, 1688308.6429000003 5675785.0207, 1688313.6039000005 5675793.619700001, 1688314.5961000007 5675799.2421, 1688320.879900001 5675810.817600001, 1688329.1482000006 5675815.778600001, 1688337.4164000005 5675827.684900001, 1688353.1569636606 5675845.733992515))",0.0,156.5335189080718
68974,3553606,,N,,,,vehicle,"LINESTRING (1706745.3290460669 5957790.352959915, 1706720.3039378403 5957836.077849018)",0.0,52.125056597216236
24788,6480320,,N,,,,vehicle,"LINESTRING (1673793.5309023678 6011452.879888916, 1673727.6840942511 6011549.741497959, 1673701.754927557 6011576.728997987, 1673672.650760861 6011636.524831384, 1673653.071594173 6011649.753998064, 1673555.7049274025 6011805.328998229, 1673535.5965940487 6011836.549831594, 1673506.492427351 6011867.241498292, 1673509.6674273545 6011881.528998309, 1673495.9090940068 6011888.408164983, 1673467.7275465624 6011943.528436077, 1673453.3111772947 6011957.9935817225, 1673446.7865250548 6011979.364295505, 1673438.229927279 6011987.362331753, 1673427.0168683883 6011997.550806857)",0.0,669.2006534791246
72584,3517289,,N,,,,vehicle,"LINESTRING (1673525.2058432084 6012024.370154518, 1673521.3474784046 6012022.119441715, 1673506.207375585 6012013.130005665, 1673480.1853238586 6012010.764364601, 1673470.6168599306 6012008.724930089, 1673456.2302449765 6012013.688151149, 1673438.479015735 6012014.012158811, 1673427.0168683883 6011997.550806857)",0.0,111.01904500747261
83746,8174080,,N,,,,foot,"LINESTRING (1732081.2146350844 6020691.5362159405, 1732094.584573403 6020615.136567181, 1732130.534694627 6020423.402587319, 1732185.957798181 6020209.199781693, 1732224.5292824106 6020053.041442627, 1732220.2660257285 6020045.977000933, 1732201.3880890212 6020036.460358778)",0.0,684.1362971604276
82956,8174629,,N,,,,foot,"LINESTRING (1732059.7591331722 6020682.365693848, 1732072.5308267465 6020690.153311873, 1732081.2146350844 6020691.5362159405)",0.0,23.751948138871235
83747,8174081,,N,,,,foot,"LINESTRING (1732000.000000001 6021428.752584364, 1732010.7009572126 6021293.695105284, 1732018.9395266604 6021163.375915845, 1732025.6801743926 6021051.780747881, 1732063.1282173311 6020794.887173301, 1732081.1749267606 6020691.763120653, 1732081.2146350844 6020691.5362159405)",0.0,742.3889121321082
75343,6544897,Te Araroa Trail,N,Te Araroa Trail,,,foot,"LINESTRING (1731953.8695023926 6021759.559240319, 1732000.000000001 6021428.752584364)",0.0,334.00758439508144
73773,3584381,,N,,,,foot,"LINESTRING (1731848.0456030446 6022229.646391397, 1731853.8541179607 6022232.327244436, 1731863.4694871046 6022235.67172066, 1731872.4577669566 6022239.225226649, 1731878.5196301127 6022238.598137356, 1731885.2764351545 6022233.495512883)",0.0,40.80424662273471
70204,3556042,Tahuna Coastal Walk,N,Tahuna Coastal Walk,,,foot,"LINESTRING (1731925.042258447 6021752.319368175, 1731930.9439086923 6021747.680114747, 1731939.0955200205 6021749.507080079, 1731948.3283081064 6021751.576477051, 1731953.8695023926 6021759.559240319, 1731951.368060751 6021780.321205955, 1731948.9292814843 6021793.342852066, 1731945.678923373 6021816.3662220165, 1731941.3451125603 6021846.702897716, 1731936.1987122186 6021886.248921394, 1731932.1357645812 6021918.210776151, 1731921.0303743687 6021997.031960333, 1731914.8005213244 6022044.162152937, 1731907.2163524004 6022088.854576958, 1731897.4652780686 6022163.341950329, 1731885.2764351545 6022233.495512883, 1731881.4843506925 6022273.583262915, 1731870.9206868345 6022319.900865991, 1731870.649823659 6022352.133583921, 1731864.419970613 6022394.92996571, 1731859.8821985284 6022439.541194341, 1731857.5174173582 6022457.750009341, 1731850.4230738543 6022526.801619466, 1731847.348858335 6022549.976474918, 1731839.4270664211 6022636.212171774, 1731835.1715638451 6022682.5370732425, 1731827.280103093 6022776.708504907, 1731822.0191292567 6022846.153359541, 1731819.9147397224 6022898.763097901, 1731817.8420459805 6022923.674535089, 1731814.6258819066 6022928.439222605, 1731809.6229600124 6022929.153925733, 1731797.3137949444 6022925.595037437, 1731795.5903704301 6022925.056467276)",0.0,1233.5794089457413
74246,3592594,,N,,,,foot,"LINESTRING (1731841.1297358465 6022311.489703234, 1731846.538076221 6022316.357209571, 1731855.3173263082 6022319.701685795, 1731870.9206868345 6022319.900865991)",0.0,32.27552901174526
