,t50_fid,name_ascii,macronated,name,hway_num,rna_sufi,lane_count,way_count,status,surface,geometry,affected_area,affected_length
96865,7959786,,N,,,0,1,,,unmetalled,"LINESTRING (1720606.750711645 5683522.89267912, 1720606.1138412263 5683524.500263323, 1720602.6742578903 5683529.791929995, 1720596.0596745508 5683535.083596669, 1720587.3004180845 5683535.5783235645)",0.0,25.284454981799456
95429,7959583,,N,,,0,1,,,sealed,"LINESTRING (1720547.7115189568 5683509.74098306, 1720548.5186327687 5683510.241950253, 1720552.6196744405 5683514.342991923, 1720561.2186327828 5683520.957575264, 1720578.1602032566 5683531.5305141425, 1720587.3004180845 5683535.5783235645)",0.0,47.564907406336914
9104,3198020,COAST ROAD,N,COAST ROAD,,3068306,1,,,metalled,"LINESTRING (1726404.992693432 5925570.234519566, 1726400.9478000011 5925576.673400001, 1726393.9993999982 5925590.706500003, 1726377.5140000023 5925625.720899999, 1726346.0419000005 5925696.975900001, 1726318.3167987254 5925757.338276068)",0.0,206.28522018687676
95386,3280175,,N,,,0,1,,,sealed,"LINESTRING (1706291.5083033391 5683833.535272571, 1706298.010288191 5683833.781559877, 1706300.0475747646 5683833.811519974)",0.0,8.5441545687293
95387,3280176,EAST BEACH,N,EAST BEACH,,1817251,1,,,sealed,"LINESTRING (1706563.8954070252 5683793.476305967, 1706571.1291351402 5683798.103616613, 1706583.3701629508 5683802.866688379, 1706603.7622661158 5683810.801402061)",0.0,43.603627439632845
95331,3280136,TIROMOANA CRESCENT,N,TIROMOANA CRESCENT,,1817030,1,,,sealed,"LINESTRING (1699787.9975096902 5680601.813481804, 1699793.383408145 5680603.589052723, 1699800.4191207308 5680604.383341499, 1699807.2882983526 5680603.281198299, 1699813.902881693 5680600.238489963, 1699821.5548235048 5680595.111521247, 1699824.2384246748 5680591.714883918)",0.0,40.528914314950924
3891,3238762,KERETA ROAD,N,KERETA ROAD,,1821060,1,,,metalled,"LINESTRING (1712761.7206640758 5949404.487643175, 1712761.0446000006 5949403.610199999, 1712752.000000001 5949392.715599999, 1712745.010999999 5949386.4461, 1712736.1720000003 5949380.793200001, 1712722.2685000002 5949372.446200001)",0.0,51.36505946945978
10795,3200679,COAST ROAD,N,COAST ROAD,,3068306,1,,,metalled,"MULTILINESTRING ((1711222.998673463 5951665.170630875, 1711232.919999999 5951619.797299999, 1711246.8899999987 5951547.830500001, 1711254.7217000006 5951474.805399999, 1711259.1667000009 5951402.203599999, 1711263.4000000004 5951374.2635, 1711266.363400001 5951364.315199999, 1711271.866700001 5951354.578499999, 1711294.9384000003 5951322.616699998, 1711323.0901000025 5951284.304999999, 1711380.710499999 5951201.3408, 1711402.677000001 5951170.428099998, 1711420.6687000003 5951149.896399999, 1711446.4920000006 5951127.883, 1711476.548800001 5951101.001299999, 1711515.918800001 5951062.6895, 1711550.208900001 5951031.786199999, 1711594.235700001 5950998.766099999, 1711611.5924000023 5950982.467699999, 1711624.5040999986 5950969.132700001, 1711642.9190999987 5950941.616, 1711671.0708000008 5950896.954199999, 1711728.220900001 5950810.170699999, 1711756.7959999982 5950767.202299999, 1711805.9028000003 5950707.723799999, 1711830.8795000026 5950679.7838, 1711845.484500003 5950659.0404, 1711857.3379000006 5950638.508699998, 1711864.7462000009 5950617.765299999, 1711869.614600001 5950588.978599999, 1711877.234600001 5950542.411799999, 1711887.817900001 5950507.0634, 1711896.7078999989 5950481.451699999, 1711906.444599999 5950461.131699999, 1711921.896300001 5950439.964999999, 1711936.5014000004 5950424.936599999, 1711980.3164000008 5950394.4565, 1712051.4366000006 5950349.159799999, 1712110.703400001 5950307.4614, 1712131.4467000011 5950292.856299999, 1712147.7451000009 5950278.039599999, 1712183.3052000003 5950236.129600001, 1712204.4719000002 5950210.517799999, 1712244.265300001 5950143.630999999, 1712268.3954000007 5950096.852599999, 1712297.6053999988 5950015.149099999, 1712321.3120999988 5949973.027399999, 1712393.067300003 5949866.982199999, 1712451.275700001 5949779.140299999, 1712501.440800001 5949701.458499999, 1712546.3470387345 5949630.371440305), (1712558.0535268737 5949611.748365516, 1712599.6544000003 5949543.766499999, 1712646.8561000004 5949474.763, 1712682.8395000007 5949423.539599999, 1712722.2685000002 5949372.446200001, 1712733.6396000031 5949357.711099999, 1712778.724700001 5949301.619399998, 1712850.9032000005 5949212.295799999, 1712886.886599999 5949168.269100001, 1712913.9800000023 5949135.248999999, 1712932.3776502311 5949114.938124827, 1712936.0627932632 5949111.719365266))",0.0,3127.9418668528797
131306,3290054,GLOVER TERRACE,N,GLOVER TERRACE,,1818546,1,,,sealed,"LINESTRING (1752351.6909000007 5947947.765999999, 1752353.173700001 5947935.186599999, 1752354.0227000006 5947930.092599999, 1752355.1982000005 5947925.847699999, 1752356.4465000005 5947923.303099998, 1752357.5566000007 5947921.5715999985, 1752361.924800003 5947916.1823, 1752365.320799999 5947912.002600001, 1752365.4311047404 5947911.875583971)",0.0,39.61741875951057
131304,3290040,ROSARIO CRESCENT,N,ROSARIO CRESCENT,,1820780,2,,,sealed,"LINESTRING (1752075.6310002967 5948059.300649599, 1752079.5534000006 5948062.691199998, 1752083.6764000002 5948065.614799999, 1752087.874400001 5948067.7887, 1752092.5971000008 5948069.512899999, 1752097.7696000002 5948071.162099998, 1752110.2443000004 5948075.0891, 1752141.0525000002 5948083.490099999, 1752142.1383999987 5948083.786199999, 1752159.9892999986 5948089.4532, 1752168.0853000004 5948091.477199999, 1752176.181400001 5948092.451699999, 1752182.5533000007 5948092.451699999, 1752185.8564000009 5948092.2186, 1752190.385499999 5948091.554899999, 1752192.5984000005 5948090.877499999, 1752196.6289000008 5948089.1812, 1752200.649500003 5948087.489099999, 1752206.6903000008 5948083.9981, 1752208.536100001 5948082.592699999, 1752212.7205000008 5948078.611299999, 1752213.6631000005 5948077.533999999, 1752217.486300001 5948073.186099999, 1752220.3463000003 5948069.115699999, 1752223.0336000007 5948064.1155, 1752225.2074999986 5948058.193400001, 1752226.6318000006 5948051.521599999, 1752228.5809000004 5948035.104600001, 1752232.179100003 5948003.1702000005, 1752233.528499999 5947975.8835, 1752233.3785000006 5947966.662999999, 1752232.8905000007 5947962.118399999, 1752231.4932000004 5947954.571299999, 1752231.1295999987 5947953.544300001, 1752228.3560000006 5947948.146999999, 1752225.8072000025 5947943.349299999, 1752222.2090000007 5947938.026899999, 1752217.7235999983 5947932.502199999, 1752214.5622000005 5947929.138, 1752212.525600003 5947927.348799999, 1752208.0409000004 5947923.408999999, 1752201.6953272328 5947917.60101212)",0.0,323.6615416976503
125305,3263513,PINE PLATEAU,N,PINE PLATEAU,,1818547,1,,,sealed,"LINESTRING (1752488.4817000004 5948112.052599999, 1752486.8479000004 5948088.747, 1752485.8715000004 5948077.1187, 1752485.2501000008 5948063.004999999, 1752483.474800001 5948031.4044, 1752482.8534000004 5948017.734399999, 1752482.8974231712 5948014.587957975)",0.0,97.64068562880821
125304,3263514,OWEN MAIN DRIVE,N,OWEN MAIN DRIVE,,1818550,1,,,sealed,"LINESTRING (1752508.8118371582 5948040.837200123, 1752507.6050000004 5948043.7202, 1752505.1312000006 5948051.141599999, 1752504.0140000004 5948056.647899998, 1752503.6150000002 5948062.074299999, 1752504.0938000008 5948069.096699999, 1752504.8967000023 5948078.838499999, 1752506.6257999986 5948096.031699998, 1752506.9933000011 5948102.136099999, 1752507.1593000004 5948119.0463000005, 1752515.2903000023 5948128.4959, 1752517.424370925 5948130.739876704, 1752519.2162354104 5948132.624023159, 1752522.667199051 5948134.76600059, 1752526.3561601844 5948135.598991813, 1752529.5691263303 5948135.479993067, 1752533.2580874646 5948133.9330093665, 1752536.590052357 5948130.601044472, 1752539.2080247747 5948124.294110925, 1752540.517010983 5948115.726201197, 1752542.2383000003 5948101.415799999, 1752542.6373000005 5948092.877199999, 1752543.2773621823 5948084.627420536)",0.0,163.79393226145987
131307,3290056,PINE TERRACE,N,PINE TERRACE,,1818548,1,,,sealed,"MULTILINESTRING ((1752351.6909000007 5947947.765999999, 1752369.0439000009 5947943.969299999, 1752389.3608000008 5947938.3440999985, 1752392.701100001 5947937.419300001, 1752397.0755432365 5947936.234005654), (1752400.9102461298 5947935.1949587595, 1752401.461099999 5947935.045699999, 1752401.8032976654 5947934.981185055), (1752451.3357392005 5947987.798550759, 1752451.0199000007 5947989.521299998, 1752450.7323666268 5947992.6021124665), (1752450.6699138214 5947993.271270898, 1752450.473600001 5947995.374699999, 1752450.707700001 5948003.647499999, 1752451.3321000002 5948040.562999999, 1752450.9295000006 5948057.826, 1752450.6656000009 5948069.1418, 1752450.4260999989 5948078.960199999, 1752450.4142000023 5948080.365600001, 1752450.6805000007 5948082.034399998, 1752452.8090287047 5948086.897151306, 1752459.370107391 5948093.586878595, 1752474.4219937911 5948106.709035968, 1752480.9830724783 5948109.603629507, 1752488.4817000004 5948112.052599999, 1752495.0374999987 5948114.549999999, 1752507.1593000004 5948119.0463000005))",0.0,211.07115121869197
131305,3290048,WESTERN AVENUE,N,WESTERN AVENUE,,1830495,1,,,sealed,"LINESTRING (1752351.6909000007 5947947.765999999, 1752348.2107000006 5947954.8742, 1752347.1115000006 5947958.485799999, 1752345.1486999989 5947965.630599999, 1752343.8139000004 5947971.911800001, 1752343.2643000009 5947977.564799999, 1752342.7932000011 5947984.317099999, 1752343.1073000003 5947992.011499999, 1752342.6361999987 5948001.040599999, 1752341.8510999987 5948014.3096, 1752340.1237000003 5948032.210799999, 1752337.218700001 5948057.728000001, 1752333.2145000007 5948096.278599999, 1752329.1317000007 5948130.981999999, 1752327.4390000002 5948147.740000001, 1752325.2844999991 5948171.024299999, 1752323.2431000005 5948185.392499999, 1752321.515800003 5948196.070399999, 1752319.1812000023 5948206.3709, 1752317.433100001 5948212.872499999, 1752316.4124000026 5948218.368499999, 1752316.074000001 5948222.615799999, 1752316.2827000003 5948225.466499999, 1752317.699547857 5948227.401705481, 1752318.8463000003 5948228.968, 1752321.9084000029 5948231.244899998, 1752322.8694000011 5948231.741999999)",0.0,290.1674731172631
131308,3290061,PILLBOX LANE,N,PILLBOX LANE,,1818542,1,,,sealed,"LINESTRING (1752322.8694000011 5948231.741999999, 1752324.185300001 5948232.422600001, 1752326.6193000022 5948232.972199999, 1752329.1317000007 5948233.1292, 1752331.644200001 5948232.658099999, 1752333.2929999987 5948231.480399999, 1752336.826100001 5948228.810899999, 1752339.6526000006 5948225.434799999, 1752345.2272000005 5948215.070899999, 1752351.9008999988 5948204.942499999, 1752360.4590000007 5948188.454499999, 1752373.6768000005 5948162.557499998, 1752388.5670999987 5948140.5607, 1752401.3650000002 5948128.076899999, 1752450.6805000007 5948082.034399998)",0.0,203.36619687281507
119439,7592802,,N,,,0,2,,,sealed,"LINESTRING (1727261.9778005765 5923273.228857846, 1727258.1393000009 5923273.1110000005, 1727249.5467000008 5923272.373899999, 1727244.7359000007 5923271.3281000005)",0.0,17.38762590271473
119441,7592804,,N,,,0,1,,,unmetalled,"LINESTRING (1727244.7359000007 5923271.3281000005, 1727241.0198000008 5923280.9439, 1727236.6865999987 5923291.838800001, 1727232.2295999983 5923301.371900001, 1727227.896400001 5923313.133400001, 1727225.048899999 5923322.6664, 1727220.7156999987 5923343.713400001, 1727216.8776999991 5923367.607900001, 1727213.411200001 5923381.102700001, 1727211.1826999988 5923393.730899999, 1727211.306499999 5923403.387699999, 1727212.5445000008 5923410.692300001, 1727215.0206000004 5923416.634900001, 1727218.363400001 5923422.206200001, 1727222.9442000007 5923426.1680000005, 1727230.867800001 5923431.4916, 1727238.0343390827 5923437.144510259)",0.0,182.21772552685334
106,3200820,HIBISCUS COAST HIGHWAY,N,HIBISCUS COAST HIGHWAY,,1829686,2,,,sealed,"LINESTRING (1751489.8212086856 5951389.433787945, 1751496.0587000009 5951380.220600001, 1751503.070100001 5951368.049699998, 1751507.832700001 5951359.318400001, 1751511.2721999986 5951350.719499999, 1751516.9286000011 5951333.4953999985, 1751517.6472000005 5951330.2673, 1751519.209800003 5951322.938199999, 1751521.4587000003 5951310.634999999, 1751522.913900001 5951298.199599999, 1751523.8400000026 5951285.896399999, 1751523.839999999 5951277.429700001, 1751523.1784999985 5951268.830799999, 1751522.5171000008 5951259.834899998, 1751520.9296000004 5951249.516099999, 1751518.8129000003 5951241.049399999, 1751516.299300001 5951232.450499998, 1751511.933699999 5951220.1473, 1751507.435800001 5951210.886899998, 1751502.8315338865 5951201.892611914, 1751501.747200001 5951199.7744, 1751495.2649000008 5951189.058699999, 1751487.488400001 5951177.435799999, 1751479.4559000004 5951167.464499999, 1751473.0853999984 5951160.539900001, 1751464.3605000004 5951152.922899999, 1751456.1895000031 5951146.136899998, 1751447.6030999962 5951140.320299999, 1751437.3548000008 5951134.642199999, 1751420.1819000011 5951127.440699998, 1751397.672863759 5951117.360866411, 1751379.0502000004 5951109.021399999, 1751357.102471826 5951099.418773942)",0.0,381.4037663124547
125351,3263532,OLD NORTH ROAD,N,OLD NORTH ROAD,,1821613,2,,,sealed,"LINESTRING (1751458.0721094203 5951320.056127443, 1751457.8260000004 5951316.7186, 1751453.734000001 5951260.963399999, 1751450.2375000007 5951233.7832, 1751448.390300001 5951218.741799999, 1751447.4667000007 5951214.321700001, 1751445.5536000011 5951210.429399999, 1751443.4425000008 5951207.5267, 1751440.3418000005 5951205.415599999, 1751435.5258999988 5951203.106599999, 1751425.7622000007 5951198.818499999, 1751407.0264000008 5951189.9783999985, 1751395.5623517164 5951183.460732665)",0.0,167.91183502260216
116267,3239085,URQUHARTS BAY ROAD,N,URQUHARTS BAY ROAD,,1826679,1,,,sealed,"LINESTRING (1738746.9199662702 6032511.156588951, 1738755.802000001 6032482.290000001, 1738764.752200001 6032454.047, 1738766.8406000007 6032447.483500001, 1738768.1334000006 6032440.920000001, 1738770.4207000006 6032430.6769, 1738773.2052000007 6032415.1632, 1738774.7964000003 6032404.323400001, 1738776.188600001 6032394.378700001, 1738776.6827000007 6032381.643300001, 1738777.7023346259 6032361.15840459)",0.0,153.91660537238397
117901,3266410,TE MAIKA ROAD,N,TE MAIKA ROAD,,1826551,2,,,sealed,"LINESTRING (1737287.0622000005 6056462.960400001, 1737261.3556779362 6056445.260444967, 1737254.8883000007 6056440.8074, 1737231.5407000007 6056423.745700001, 1737207.7940000007 6056406.484500001, 1737193.5800718246 6056396.4622673225, 1737187.9663000004 6056392.504000001, 1737181.2980000004 6056387.802200001, 1737174.6528000003 6056383.5178000005, 1737168.4560000002 6056380.543400001, 1737165.6055000005 6056379.923700001, 1737162.6311000008 6056379.7997, 1737159.4087000005 6056379.7997, 1737151.600800001 6056380.171500001, 1737146.6160000004 6056380.510600001, 1737144.6024000011 6056380.842000001, 1737119.758200001 6056382.9373, 1737108.184200001 6056383.7355, 1737093.1180000007 6056384.5337000005, 1737077.7524000006 6056385.431700001, 1737063.5842000004 6056385.830800001, 1737053.6066000005 6056385.930600001, 1737047.220900001 6056385.431700001, 1737035.9925000006 6056383.551400001, 1737029.0074000005 6056381.752200001, 1737018.3183000004 6056378.048100001, 1737010.1691000005 6056375.1906, 1737000.644100001 6056372.1214000005, 1736992.3890000004 6056370.639700001, 1736978.7365000006 6056369.4756000005, 1736947.6214000005 6056368.205500001, 1736939.5465592889 6056368.140400911)",0.0,375.93712139968295
146261,3237419,TE MAIKA ROAD,N,TE MAIKA ROAD,,1826551,1,,,sealed,"LINESTRING (1737328.124274121 6056438.618791075, 1737322.0155000007 6056444.199100001, 1737301.5102000004 6056461.3309, 1737298.996700001 6056463.0507000005, 1737297.673700001 6056463.712100001, 1737295.5571000008 6056464.241300001, 1737293.506500001 6056464.439700001, 1737290.662300001 6056464.241300001, 1737288.9425000008 6056463.7783, 1737287.0622000005 6056462.960400001)",0.0,50.44323941638203
1427,3200901,MATAPOURI ROAD,N,MATAPOURI ROAD,,3012945,2,,,sealed,"LINESTRING (1733694.773705037 6064145.820205747, 1733693.0851000007 6064146.563800001, 1733689.0577000007 6064148.846000001, 1733683.9168000026 6064152.566800001, 1733682.1465999987 6064153.796100003, 1733677.0048458911 6064158.6651869025, 1733674.7093000002 6064160.839000001, 1733665.051684054 6064172.019253831)",0.0,39.99218244451827
8445,100086832,ROCKELL ROAD,N,ROCKELL ROAD,,1831904,1,,,metalled,"LINESTRING (1731605.131128303 6072371.712767404, 1731604.5802000004 6072368.6170999985, 1731604.3434948344 6072367.670279334, 1731604.2061244636 6072367.120797851)",0.0,4.686661885160701
16962,3208062,RAWHITI ROAD,N,RAWHITI ROAD,,3029470,2,,,sealed,"LINESTRING (1717651.3758750446 6094659.411346212, 1717652.008800001 6094658.9894, 1717658.9004000006 6094656.2328, 1717660.43488896 6094655.687943588)",0.0,9.811494898221225
10956,3200932,STATE HIGHWAY 10,N,STATE HIGHWAY 10,10,3043995,2,,,sealed,"MULTILINESTRING ((1644252.8159002298 6127827.512892591, 1644242.1899495805 6127831.773059531, 1644241.937714924 6127831.874185706), (1643696.9930193303 6127924.993978914, 1643694.4006482395 6127923.639998317))",0.0,14.644551387952461
145600,8172885,,N,,,0,1,,,metalled,"LINESTRING (1671746.5574044727 6126136.062034189, 1671754.5685226647 6126143.450929609, 1671766.154243241 6126152.096989739, 1671780.5067030583 6126161.780577085, 1671786.5589451483 6126168.351582785, 1671795.377926481 6126179.764382157)",0.0,66.02495412201706
8379,8404069,,N,,,1820508,1,,,unmetalled,"MULTILINESTRING ((1640909.3643242957 6128376.021801207, 1640910.4353088809 6128375.32304367), (1640941.153856823 6128349.405109899, 1640941.1982975667 6128349.304781083, 1640942.381872581 6128345.163840104))",0.0,5.695274603282192
141198,6590020,WAIMAHANA ROAD,N,WAIMAHANA ROAD,,1820163,1,,,unmetalled,"LINESTRING (1656933.4548685423 6131947.224754847, 1656923.8844000008 6131946.763600001, 1656910.2054000003 6131947.345600001, 1656897.5450000009 6131948.218800001, 1656884.739000001 6131949.965000001, 1656876.7353000008 6131951.274700001, 1656869.3137000008 6131953.312000001, 1656860.8734000009 6131956.368000001, 1656857.8830994687 6131957.551645466)",0.0,76.88678531168415
26096,3220497,RAMP ROAD,N,RAMP ROAD,,1820531,1,,,metalled,"LINESTRING (1635010.7515475187 6133147.717186074, 1635013.7145000007 6133152.545700001)",0.0,5.665124372194628
146561,3237623,RANGIPUTA ROAD,N,RANGIPUTA ROAD,,1839649,2,,,sealed,"MULTILINESTRING ((1626631.2431000005 6140319.633100001, 1626691.5825000005 6140314.792100001, 1626711.955500001 6140313.575100001, 1626722.3535000011 6140314.130700001, 1626732.3549000006 6140316.5913, 1626745.0549000008 6140321.353700001, 1626763.4965000004 6140329.8133000005, 1626767.2643474175 6140330.988782121), (1627018.9428725205 6140235.217297295, 1627029.2973000007 6140229.1199, 1627035.7267000005 6140226.6593, 1627040.8861000007 6140226.1829, 1627047.2361000003 6140227.849900001, 1627047.4473441055 6140227.927620799))",0.0,170.3270449799574
21560,3216676,MATAIKONA ROAD,N,MATAIKONA ROAD,,3038714,1,,,sealed,"MULTILINESTRING ((1873498.6049693543 5472787.862003847, 1873498.1385000823 5472781.917233581, 1873496.9317808608 5472774.6769182505, 1873495.0010301052 5472765.505852167, 1873493.1499079235 5472759.595907844), (1873226.211021103 5472064.287796147, 1873225.4415166527 5472060.302862386, 1873222.116311199 5472045.893638757, 1873217.29027068 5472033.412499485), (1872420.1706717026 5471133.090687666, 1872403.7431401266 5471119.082715005, 1872396.2170433933 5471113.495158339))",0.0,92.05913137241564
79969,3256387,,N,,,0,1,,,unmetalled,"LINESTRING (1873376.411012318 5473059.762102945, 1873398.6812866703 5473067.814252647)",0.0,23.681263364675946
147434,100121501,MATAIKONA ROAD,N,MATAIKONA ROAD,,3038714,1,,,metalled,"LINESTRING (1873376.3080520565 5473187.511745661, 1873380.7447191624 5473171.184810715, 1873384.900157496 5473156.627638507, 1873386.7145793745 5473147.101923645, 1873387.8485930488 5473131.225732208, 1873388.302198519 5473116.029948975, 1873389.663014927 5473102.421784887, 1873391.9310422745 5473090.174437209, 1873398.6812866703 5473067.814252647, 1873399.188729789 5473066.1333473185, 1873405.3124036286 5473045.494298451, 1873410.7556692623 5473028.030487871, 1873418.6937649825 5473008.2986499425, 1873427.7658743747 5472983.803954583, 1873436.88001285 5472962.409745901, 1873437.0462187065 5472961.867971772, 1873455.8894134907 5472917.12395055, 1873470.1779857825 5472883.330343065, 1873481.7449252587 5472855.887212153, 1873489.0026127724 5472840.4646261865, 1873493.5386674684 5472830.031700385, 1873496.0334975505 5472820.732788258, 1873497.39431396 5472810.2998624565, 1873499.2087358385 5472800.547344861, 1873498.7551303683 5472790.114419059, 1873498.6049693543 5472787.862003847)",0.0,421.36154551651146
68852,3233457,COAST ROAD,N,COAST ROAD,,1801033,1,,,sealed,"MULTILINESTRING ((1889003.9672261467 5498845.570382283, 1889005.626000001 5498851.8831, 1889007.4582000012 5498858.859200001, 1889008.5856000008 5498864.989800001, 1889008.9494161035 5498868.482217754), (1889009.867863249 5498876.251296799, 1889010.276800001 5498879.435200001, 1889011.1928000003 5498888.384400001, 1889011.6861000005 5498898.601900001, 1889012.8840000005 5498912.977000001, 1889012.9534411235 5498921.583513095), (1889012.9795975094 5498924.825328149, 1889013.0250000004 5498930.452500001, 1889012.390800001 5498943.559100001, 1889011.756600001 5498955.467800001, 1889010.4882000005 5498968.5744, 1889009.0084000006 5498985.204400001, 1889006.824000001 5499005.498500001, 1889006.746522075 5499006.096535856), (1888998.8155869446 5499095.922384767, 1888999.000403562 5499099.2095539225))",0.0,153.79668284014676
13846,7958867,SEAVIEW ROAD,N,SEAVIEW ROAD,,1804834,1,,,metalled,"LINESTRING (1898733.9859705437 5509459.667978295, 1898736.6740043326 5509465.168290157)",0.0,6.12200589895964
69575,3235090,,N,,,0,1,,,sealed,"MULTILINESTRING ((1941930.4258382216 5585039.477452171, 1941931.0752636057 5585032.807893266), (1941954.933233422 5584861.535173762, 1941959.6757666683 5584843.412366669, 1941961.9466924248 5584832.24518934), (1941978.0752188491 5584753.964254803, 1942004.2028000029 5584647.4998, 1942005.4427497042 5584638.969612612))",0.0,155.07333286823422
88555,3284381,MOORI ROAD,N,MOORI ROAD,,1803660,1,,,sealed,"LINESTRING (1941908.9693392925 5585286.577760621, 1941904.2161494875 5585286.832583772)",0.0,4.760015563033357
69639,3232121,,N,,,0,1,,,sealed,"MULTILINESTRING ((1943716.8532761226 5604464.755148118, 1943683.1604466885 5604470.97241706, 1943659.1323274225 5604478.459290771, 1943647.887713625 5604483.576370184, 1943633.7054518592 5604486.505872881, 1943632.346354044 5604486.28770362), (1943587.6726782534 5604499.063195965, 1943581.2748226263 5604502.709659705, 1943542.1666798508 5604517.621534376, 1943480.084342789 5604543.172451811, 1943438.023332891 5604555.592999601, 1943364.308791995 5604590.325799793, 1943319.7800179366 5604619.361885618, 1943269.1640397748 5604649.601590153, 1943249.896501815 5604656.487261259, 1943229.4527721563 5604660.186602815, 1943217.4557018885 5604660.975883755, 1943215.9749128504 5604661.073304087))",0.0,496.2029683499645
88681,6314402,,N,,,0,1,,,unmetalled,"MULTILINESTRING ((1943217.4557018885 5604660.975883755, 1943219.6634388883 5604664.047517841, 1943224.1741984328 5604670.323357207, 1943224.5664383927 5604673.265156909, 1943223.1935985303 5604677.9720364325, 1943214.9565593647 5604685.620715659, 1943190.833801805 5604709.351233259, 1943154.159365517 5604742.103269945, 1943140.6270868871 5604755.047188635, 1943104.3448905563 5604787.995345303, 1943087.4785722625 5604804.861663595, 1943082.379452779 5604809.1763031585, 1943078.849293135 5604809.960783081, 1943072.573453771 5604807.999583279, 1943066.4937343867 5604802.900463794, 1943062.375214803 5604798.193584271, 1943063.7480546646 5604792.898344806, 1943070.2200140087 5604785.249665579, 1943072.3213608593 5604783.254838615), (1943083.2198210114 5604772.908834968, 1943112.7780497028 5604744.848949667, 1943116.8965692865 5604736.611910501, 1943169.9538406394 5604688.085700888))",0.0,376.53478926309174
94709,3279497,,N,,,0,1,,,sealed,"LINESTRING (1941588.9390664836 5605433.184460013, 1941592.5200652583 5605446.155065901, 1941593.0359458271 5605458.155473851, 1941583.727319085 5605468.5992989745, 1941569.1967797792 5605478.134965393, 1941546.0387327643 5605488.805830195, 1941525.5658404771 5605486.0884650145, 1941504.7876547845 5605493.585744719, 1941491.899523852 5605495.886726377)",0.0,138.16958644321772
73095,3275747,,N,,,0,1,,,sealed,"LINESTRING (1757526.0910096772 5424911.690710164, 1757529.6596381317 5424913.983735626)",0.0,4.241824467847173
73105,7706318,,N,,,0,1,,,sealed,"LINESTRING (1758513.8163434465 5426570.966537324, 1758515.5046230946 5426578.563795741, 1758515.8302675488 5426579.974166403)",0.0,9.230061653368013
20904,6722700,TE AWAITI ROAD,N,TE AWAITI ROAD,,3002124,1,,,sealed,"LINESTRING (1810977.4795257193 5402215.402183071, 1810980.0525630177 5402215.02166347)",0.0,2.6010221270430622
9906,3199369,TORA FARM SETTLEMENT ROAD,N,TORA FARM SETTLEMENT ROAD,,1795623,1,,,metalled,"MULTILINESTRING ((1809081.6475953758 5401216.229783074, 1809079.286098591 5401203.955155705, 1809071.925348607 5401175.493589102, 1809066.5274652848 5401144.5784391705, 1809065.1525097406 5401132.662157784), (1809054.254383913 5401048.218045507, 1809046.4080819963 5401023.371422772, 1809041.991632007 5401002.270606151, 1809040.490450641 5400995.316724072), (1809031.1835381428 5400955.583981592, 1809025.6241682004 5400938.90587177, 1809010.3760390012 5400912.202252001, 1808993.5601301668 5400884.335345501, 1808983.385964253 5400863.678705612, 1808976.9114950346 5400848.263302711, 1808969.6418473646 5400836.922652347, 1808968.6695916962 5400836.103179713), (1808961.7210507768 5400830.2465523705, 1808961.267761615 5400829.864494363, 1808951.5577008547 5400823.9796090545, 1808941.553395831 5400818.977456543, 1808934.776774758 5400816.847661348), (1808898.3969552945 5400790.5016736165, 1808895.945534693 5400785.727854553, 1808890.649137917 5400772.781106874, 1808887.777500084 5400762.251768157), (1808881.4298641193 5400736.016919583, 1808879.4678558307 5400729.527199859, 1808876.525413177 5400713.638009527, 1808874.3680563301 5400707.705278199), (1808804.475978775 5400622.090748012, 1808803.2585910903 5400620.951065925, 1808792.9600418005 5400610.358272371, 1808786.1574647045 5400602.098000183, 1808780.6017826544 5400595.351814834, 1808771.4802104263 5400578.285647441, 1808769.2195821248 5400572.181951028), (1808584.9588319329 5400209.899650577, 1808582.869636299 5400208.420605826, 1808566.7750154475 5400195.142543625), (1808556.5758783207 5400186.196190896, 1808550.1215087343 5400179.624469135))",0.0,459.5040113689982
9908,3199370,TE AWAITI ROAD,N,TE AWAITI ROAD,,3002124,1,,,metalled,"MULTILINESTRING ((1814755.8837909058 5404072.37971167, 1814755.3335434431 5404060.667301405), (1811387.6624966124 5402883.236361428, 1811387.6624966124 5402880.937788513, 1811384.194630175 5402860.997556505, 1811380.282394776 5402842.7404579725))",0.0,52.935002746362166
71239,3249857,CAPE PALLISER ROAD,N,CAPE PALLISER ROAD,,1795508,2,,,sealed,"MULTILINESTRING ((1788262.2874677097 5391754.069412746, 1788270.301864027 5391751.332789613, 1788284.968016753 5391746.981293749, 1788294.4768410465 5391745.6919616405, 1788312.5274905544 5391742.468631371, 1788326.4175738567 5391741.1109540565), (1788404.635169731 5391726.9924340295, 1788434.3693747288 5391716.520822705, 1788450.0491132736 5391711.106236733))",0.0,113.76768624845536
