,alphaModif,assetCarri,assetCwayE,assetCwa_1,assetCwayS,assetCwa_2,assetRCAID,assetRoadI,carriagewa,carriage_1,changeDate,createdDat,endName,fullRoadNa,geomModifi,hvyVehicle,hvyVehic_1,ID,ONRCClass,retiredDat,startName,surfaceTyp,trafficVol,vehicleKil,width,TACode,TAName,geometry,affected_area,affected_length
23134,2016/08/04,2444,2069247.1005,5775993.7749,2068362.6316,5778386.6104,Local Authority,1328,3220,315,0000/00/00,2016/08/04,END,WAIKAWA ROAD,2016/08/04,4.0,10.0,628952,Low Volume,2500/01/01,SEAL END 0.31KM,Unsealed,40.0,116.0,3.0,028,Gisborne District,"MULTILINESTRING Z ((2068364.086048307 5778285.028285725 0, 2068364.8693676903 5778260.402414115 0), (2068347.156825914 5778166.860206307 0, 2068344.279 5778156.244 0, 2068343.5080000004 5778148.686 0, 2068342.739 5778140.086 0, 2068342.4455559447 5778135.671015758 0), (2068326.6701269178 5777644.724446908 0, 2068330.1960000005 5777637.698 0, 2068334.114 5777631.19 0, 2068336.2079999996 5777624.939 0, 2068336.739 5777618.165 0, 2068336.2290000003 5777610.608 0, 2068334.4189999998 5777601.486 0, 2068333.9017229471 5777600.5921797445 0), (2068321.8246319492 5777567.616933954 0, 2068320.67 5777560.035 0, 2068317.2970000003 5777550.129 0, 2068316.9065203324 5777548.40889087 0), (2068317.8646401293 5777472.836829849 0, 2068319.7640000004 5777467.794 0, 2068321.3420000002 5777458.155 0, 2068321.522660067 5777448.674495915 0), (2068332.3419628562 5777311.731499213 0, 2068331.7429999998 5777296.62 0, 2068329.455 5777258.314 0, 2068328.954 5777244.243 0, 2068330.011 5777234.082 0, 2068331.8710000003 5777210.113 0, 2068332.154 5777194.479 0, 2068333.7419999996 5777178.327 0, 2068334.4141610984 5777172.576382706 0), (2068344.4278841412 5777108.776666756 0, 2068349.5020000003 5777092.624 0, 2068357.8930000002 5777056.678 0, 2068367.0779999997 5777012.656 0, 2068376.0010000002 5776969.155 0, 2068380.466 5776945.71 0, 2068387.574 5776896.474 0, 2068392.3080000002 5776866.255 0, 2068398.3509999998 5776832.651 0, 2068401.4900000002 5776824.057 0, 2068406.9840000002 5776808.952 0, 2068410.9119999995 5776795.93 0, 2068413.5369999995 5776782.645 0, 2068416.4239999996 5776768.578 0, 2068419.4498458686 5776761.819564385 0), (2068436.0470486172 5776713.44865799 0, 2068438.9220000003 5776708.16 0, 2068445.1950000003 5776694.62 0, 2068447.2970000003 5776683.158 0, 2068448.8710000003 5776675.865 0, 2068454.62 5776664.148 0, 2068460.3660000004 5776655.036 0, 2068471.0860000001 5776630.038 0, 2068479.7139999997 5776609.987 0, 2068486.2429999998 5776600.355 0, 2068493.5499999998 5776592.288 0, 2068500.8619999997 5776581.616 0, 2068507.6519999998 5776571.464 0, 2068512.096 5776561.569 0, 2068512.4150597444 5776560.339797979 0), (2068958.5971977145 5776421.955741784 0, 2068965.426 5776421.265 0, 2068974.125296366 5776421.278198397 0), (2068983.2877027704 5776422.179175669 0, 2068988.3540000003 5776422.862 0, 2068998.2539999997 5776423.658 0, 2069008.1579999998 5776422.37 0, 2069010.915917796 5776421.23901724 0))",0.0,859.0376841627382
23600,2016/08/04,2447,2068654.1446,5779512.9074,2068363.1315,5778878.0372,Local Authority,1495,1102,239,0000/00/00,2016/08/04,SEAL START 1.10KM,MCILROY ROAD,2016/08/04,4.0,10.0,622993,Low Volume,2500/01/01,SEAL END 0.23KM,Unsealed,40.0,35.0,5.0,028,Gisborne District,"MULTILINESTRING Z ((2068638.3207807867 5779425.381266616 0, 2068640.1639999999 5779431.736 0, 2068640.525126807 5779432.9159542695 0), (2068643.0422911588 5779442.955084783 0, 2068643.9850000003 5779451.31 0, 2068644.3959728188 5779454.009800177 0), (2068655.9912426746 5779496.273075773 0, 2068658.3370000003 5779506.51 0, 2068659.562 5779511.605 0))",0.0,34.73190683760407
23601,2016/08/04,2446,2068700.3129,5779641.1246,2068654.1446,5779512.9074,Local Authority,1495,1238,1102,0000/00/00,2016/08/04,END AT WATER FORD,MCILROY ROAD,2016/08/04,4.0,10.0,622999,Low Volume,2500/01/01,SEAL START 1.10KM,Thin Surfaced Flexible,40.0,5.0,4.0,028,Gisborne District,"LINESTRING Z (2068659.562 5779511.605 0, 2068660.6272953742 5779516.036844331 0)",0.0,4.558080561293435
66408,2016/08/04,2050,1906988.0998,5814949.9847,1907092.1728,5814825.3687,Western Bay of Plenty,1576,5197,5031,0000/00/00,2016/08/04,END (SEAL JOIN),PUKEHINA PARADE,2016/08/04,22.0,5.8,906404,Access,2500/01/01,OROROA RESERVE BOAT RAMP,Thin Surfaced Flexible,380.0,63.0,6.5,022,Western Bay of Plenty District,"LINESTRING Z (1907086.1697210101 5814830.801431467 0, 1907076.9859999996 5814839.38 0, 1906988.1220000004 5814950.002 0)",0.0,154.46158116439562
66409,2016/08/04,2051,1906959.05,5814986.9341,1906988.0998,5814949.9847,Private,1576,5245,5197,0000/00/00,2016/08/04,END (LIGHT POLE),PUKEHINA PARADE,2016/08/04,22.0,5.8,906410,Access,2500/01/01,END (SEAL JOIN),Thin Surfaced Flexible,380.0,18.0,6.0,022,Western Bay of Plenty District,"LINESTRING Z (1906988.1220000004 5814950.002 0, 1906975.12 5814966.187 0, 1906959.051 5814986.92 0)",0.0,46.99177889047154
66462,2018/04/19,2199,1864202.719807,5849554.019912,1864009.684235,5849427.980184,Western Bay of Plenty,1000,7102,6840,0000/00/00,2016/08/04,START OF BOARDWALK,SEAFORTH ROAD,2016/08/04,26.0,5.9,907245,Access,2500/01/01,ANZAC BAY RESERVE ROAD (AT TEE),Thin Surfaced Flexible,440.0,115.0,5.0,022,Western Bay of Plenty District,"LINESTRING Z (1864224.6518059052 5849564.423198415 0, 1864238.9409999996 5849571.264 0)",0.0,15.84227364368865
66257,2016/08/04,1285,1862280.5628,5852696.0624,1862194.0077,5852645.0779,Western Bay of Plenty,1008,100,0,0000/00/00,2016/08/04,BROADWAY ROAD,ALBACORE AVENUE,2016/08/04,7.0,5.3,899331,Low Volume,2500/01/01,SEAFORTH ROAD,Thin Surfaced Flexible,131.0,13.0,7.4,022,Western Bay of Plenty District,"LINESTRING Z (1862272.106670205 5852689.93283091 0, 1862281.2599999998 5852695.328 0)",0.0,10.625031568728302
63905,2016/08/04,1294,1862296.1198,5852669.3759,1862280.563,5852696.0625,Western Bay of Plenty,1002,1336,1303,0000/00/00,2016/08/04,END (SOUTH),BROADWAY ROAD,2016/08/04,3.0,4.5,900515,Low Volume,2500/01/01,ALBACORE AVENUE,Thin Surfaced Flexible,66.0,2.0,7.0,022,Western Bay of Plenty District,"LINESTRING Z (1862281.2599999998 5852695.328 0, 1862299.29 5852665.767 0)",0.0,34.62562087522572
63858,2016/08/04,1295,1862280.5629,5852696.0627,1862148.4841,5852920.949,Western Bay of Plenty,1002,1303,1041,0000/00/00,2016/08/04,ALBACORE AVENUE,BROADWAY ROAD,2016/08/04,7.0,5.9,900509,Low Volume,2500/01/01,DOLPHIN AVENUE,Thin Surfaced Flexible,118.0,31.0,7.0,022,Western Bay of Plenty District,"MULTILINESTRING Z ((1862190.5336220127 5852849.477856196 0, 1862197.9629358465 5852836.854981962 0), (1862218.4715352794 5852802.009574005 0, 1862281.2599999998 5852695.328 0))",0.0,138.43441694549716
157244,2016/08/04,1287,1862019.3093,5853199.6702,1861993.923,5853184.4158,Western Bay of Plenty,1006,128,100,0000/00/00,2016/08/04,END,MARLIN AVENUE,2017/11/30,2.0,4.3,1526733,Low Volume,2500/01/01,BROADWAY ROAD,Thin Surfaced Flexible,47.0,1.0,5.0,022,Western Bay of Plenty District,"LINESTRING Z (1862010.774578001 5853194.945957743 0, 1862016.3020000001 5853198.467 0)",0.0,6.5536350628719955
157258,2016/08/04,1289,1861895.2244,5853429.8529,1861860.9435,5853409.1996,Western Bay of Plenty,1005,128,88,0000/00/00,2016/08/04,END,TUNA AVENUE,2016/08/25,19.0,5.8,1526757,Access,2500/01/01,BROADWAY ROAD,Thin Surfaced Flexible,326.0,13.0,4.5,022,Western Bay of Plenty District,"LINESTRING Z (1861888.7303978235 5853425.705040452 0, 1861894.4450000003 5853429.102 0)",0.0,6.648008138460399
65000,2016/08/04,1292,1861762.5459,5853656.2166,1861727.5587,5853636.7839,Western Bay of Plenty,1003,137,97,0000/00/00,2016/08/04,END,BONITO AVENUE,2017/08/10,3.0,5.1,900232,Low Volume,2500/01/01,BROADWAY ROAD,Thin Surfaced Flexible,59.0,2.0,4.2,022,Western Bay of Plenty District,"LINESTRING Z (1861765.4394261404 5853657.593546473 0, 1861771.8370000003 5853661.415 0)",0.0,7.452010356200382
65510,2016/08/04,1300,1861684.3848,5853797.4222,1861645.8619,5853776.1129,Western Bay of Plenty,1001,143,99,0000/00/00,2016/08/04,END,MAKO AVENUE,2016/08/04,9.0,5.8,903734,Low Volume,2500/01/01,BROADWAY ROAD,Thin Surfaced Flexible,156.0,7.0,4.6,022,Western Bay of Plenty District,"LINESTRING Z (1861679.6721775765 5853794.078421755 0, 1861681.7850000001 5853795.397 0)",0.0,2.4905154451523677
6010,0000/00/00,0,,,,,,0,0,0,0000/00/00,0000/00/00,,,0000/00/00,0.0,0.0,0,Primary Collector,0000/00/00,,,0.0,0.0,0.0,012,Hauraki District,"MULTILINESTRING Z ((1804802.8018795995 5886042.0836129645 0, 1804796.0710000005 5886068.559 0, 1804790.5300000003 5886085.517 0, 1804783.3109999998 5886106.839 0, 1804780.6693707851 5886114.055129777 0), (1804748.7442995366 5886192.076025648 0, 1804747.246625513 5886195.537919083 0), (1804454.296995338 5887010.976524035 0, 1804446.4519999996 5887043.57 0, 1804438.892 5887071.483 0, 1804430.6059999997 5887094.453 0, 1804424.7910000002 5887110.3 0, 1804416.9400000004 5887128.618 0, 1804414.4054883083 5887133.84556657 0), (1804221.516552726 5887636.1673769625 0, 1804211.8090000004 5887668.557 0, 1804191.892 5887736.595 0, 1804181.4828707248 5887775.022321225 0))",0.0,353.1248914771459
6011,0000/00/00,0,,,,,,0,0,0,0000/00/00,0000/00/00,,,0000/00/00,0.0,0.0,0,Primary Collector,0000/00/00,,,0.0,0.0,0.0,012,Hauraki District,"MULTILINESTRING Z ((1803836.1228329265 5889317.486375597 0, 1803836.245 5889336.112 0, 1803837.4529999997 5889388.343 0, 1803838.5089999996 5889428.649 0, 1803838.735496458 5889438.570935754 0), (1803839.6368510232 5889478.055800824 0, 1803839.978996313 5889493.043865583 0), (1803840.062313906 5889519.518474615 0, 1803839.9840000002 5889532.687 0, 1803840.6279999996 5889548.604 0, 1803841.0742835107 5889555.434793718 0))",0.0,172.05145157298244
6012,0000/00/00,0,,,,,,0,0,0,0000/00/00,0000/00/00,,,0000/00/00,0.0,0.0,0,Primary Collector,0000/00/00,,,0.0,0.0,0.0,012,Hauraki District,"LINESTRING Z (1803972.9988300714 5890104.77096412 0, 1803975.4400000004 5890116.443 0)",0.0,11.924585200972533
4852,0000/00/00,0,,,,,,0,0,0,0000/00/00,0000/00/00,,,0000/00/00,0.0,0.0,0,Low Volume,0000/00/00,,,0.0,0.0,0.0,012,Hauraki District,"LINESTRING Z (1803975.4400000004 5890116.443 0, 1803968.4208801365 5890117.835261623 0)",0.0,7.155867249418254
6013,0000/00/00,0,,,,,,0,0,0,0000/00/00,0000/00/00,,,0000/00/00,0.0,0.0,0,Primary Collector,0000/00/00,,,0.0,0.0,0.0,012,Hauraki District,"LINESTRING Z (1803975.4400000004 5890116.443 0, 1803978.3490000004 5890127.01 0, 1803998.0497190815 5890198.5782636255 0)",0.0,85.19038048995031
6014,0000/00/00,0,,,,,,0,0,0,0000/00/00,0000/00/00,,,0000/00/00,0.0,0.0,0,Primary Collector,0000/00/00,,,0.0,0.0,0.0,012,Hauraki District,"LINESTRING Z (1804273.5632057195 5890610.083927618 0, 1804275.358 5890626.55 0, 1804276.5074065265 5890636.1350350175 0)",0.0,26.21730502495377
6017,0000/00/00,0,,,,,,0,0,0,0000/00/00,0000/00/00,,,0000/00/00,0.0,0.0,0,Primary Collector,0000/00/00,,,0.0,0.0,0.0,012,Hauraki District,"MULTILINESTRING Z ((1804289.061570262 5891509.948628773 0, 1804288.6511720542 5891517.053672919 0), (1804313.854731755 5891692.298986404 0, 1804321.3049999997 5891718.457 0, 1804327.2130000005 5891743.071 0, 1804339.6840000004 5891791.972 0, 1804339.9365964595 5891793.087563102 0), (1804392.0574781394 5891933.947892529 0, 1804396.0769999996 5891941.571 0, 1804408.9710698996 5891962.732747769 0))",0.0,144.63675022140976
2175,2016/08/04,198,1825545.98,5886844.81,1825613.41,5886736.91,Local Authority,72,130,0,0000/00/00,2016/08/04,WALTER ST,BROWN STREET,2016/08/04,28.0,3.9,497660,Secondary Collector,2500/01/01,MARY ST,Thin Surfaced Flexible,722.0,94.0,12.0,011,Thames-Coromandel District,"MULTILINESTRING Z ((1825582.1839960723 5886781.856354191 0, 1825557.8320000004 5886820.533 0, 1825555.5619221535 5886825.237678173 0), (1825547.1019414337 5886842.770771449 0, 1825545.5379999997 5886846.012 0))",0.0,54.52705025397309
4533,2016/08/04,181,1825545.9802,5886844.8101,1825615.5498,5886868.9599,Local Authority,635,191,120,0000/00/00,2016/08/04,BROWN ST,WALTER STREET,2016/08/04,22.0,3.9,509770,Access,2500/01/01,SH 25,Thin Surfaced Flexible,559.0,40.0,8.0,011,Thames-Coromandel District,"LINESTRING Z (1825577.6370753455 5886857.396245883 0, 1825545.5379999997 5886846.012 0)",0.0,34.05806354409063
2176,2016/08/04,350,1825440.9201,5887013.0598,1825545.9799,5886844.8101,Local Authority,72,330,130,0000/00/00,2016/08/04,AMY ST,BROWN STREET,2016/08/04,28.0,3.9,497666,Secondary Collector,2500/01/01,WALTER ST,Thin Surfaced Flexible,722.0,144.0,8.0,011,Thames-Coromandel District,"MULTILINESTRING Z ((1825545.5379999997 5886846.012 0, 1825541.392 5886856.149 0, 1825539.678472859 5886860.1263691755 0), (1825483.038116107 5886959.184627369 0, 1825464.3590000002 5886980.026 0, 1825457.983 5886987.833 0, 1825452.909 5886995.12 0, 1825441.4009999996 5887014.135 0))",0.0,84.45539831897132
1681,2016/08/04,302,1825492.29,5887036.07,1825440.92,5887013.06,Local Authority,18,59,0,0000/00/00,2016/08/04,DAVY ST,AMY STREET,2016/08/04,2.0,2.5,496839,Low Volume,2500/01/01,SH 25,Thin Surfaced Flexible,79.0,5.0,7.3,011,Thames-Coromandel District,"LINESTRING Z (1825441.4009999996 5887014.135 0, 1825444.8601231426 5887015.8664865345 0)",0.0,3.8682784980207807
2177,2016/08/04,435,1825376.39,5887117.87,1825440.92,5887013.06,Local Authority,72,452,330,0000/00/00,2016/08/04,COCHRANE ST,BROWN STREET,2016/08/04,19.0,3.9,497672,Access,2500/01/01,AMY ST,Thin Surfaced Flexible,483.0,59.0,7.5,011,Thames-Coromandel District,"LINESTRING Z (1825441.4009999996 5887014.135 0, 1825424.2007608702 5887041.5394106945 0)",0.0,32.35506068040244
173194,2016/08/04,1486,1824418.5622,5895214.0941,1823963.8603,5894420.5446,Crown,1562,15951,15021,0000/00/00,2016/08/04,ADAMS RD,025-0024,2016/08/04,209.0,6.0,1494794,Primary Collector,2500/01/01,PATUI AVE,Thin Surfaced Flexible,3497.0,3252.0,8.1,900,RAMM StateHighways,"MULTILINESTRING Z ((1824181.6780363745 5894722.690829983 0, 1824182.2640000004 5894724.69 0, 1824182.3185108185 5894724.931891755 0), (1824272.084279307 5894987.179072998 0, 1824272.4139999999 5894988.266 0, 1824275.9179999996 5894995.095 0, 1824279.78960707 5895002.685270544 0))",0.0,19.663221167581025
173943,2016/08/04,1490,1824346.3624,5889192.5915,1825086.9069,5888027.1548,Crown,1562,9246,7814,0000/00/00,2016/08/04,ASH ST,025-0024,2016/08/04,383.0,6.0,1494704,Primary Collector,2500/01/01,DICKSON ST (RAISED MANHOLE RHS),Thin Surfaced Flexible,6390.0,9150.0,10.5,900,RAMM StateHighways,"LINESTRING Z (1824748.886240476 5888494.70198041 0, 1824724.824 5888533.713 0, 1824721.0644862396 5888539.870137437 0)",0.0,53.04921442124309
173588,2016/08/04,1371,1824160.7749,5897922.2827,1824273.8709,5897136.8092,Crown,1565,794,0,0000/00/00,2016/08/04,END K&C RHS (TE PURU),025-0042,2016/08/04,178.0,6.0,1494854,Primary Collector,2500/01/01,TE PURU STREAM BRIDGE,Thin Surfaced Flexible,2974.0,2361.0,8.1,900,RAMM StateHighways,"LINESTRING Z (1824176.5852607086 5897842.34194322 0, 1824176.6009999998 5897842.651 0, 1824177.8399999999 5897865.576 0, 1824177.8399999999 5897870.727 0, 1824177.8399999999 5897872.317691836 0)",0.0,30.00960609250148
173594,2016/08/04,3900,1823697.3931,5899883.0736,1823665.5778,5899618.187,Crown,1565,2893,2617,0000/00/00,2016/08/04,SPEED DERESTRICTION LHS (WAIOMU),025-0042,2016/08/04,226.0,10.0,1494896,Primary Collector,2500/01/01,POHUE STREAM BRIDGE,Thin Surfaced Flexible,2261.0,624.0,10.1,900,RAMM StateHighways,"MULTILINESTRING Z ((1823653.4805858347 5899719.576945486 0, 1823655.205 5899725.58 0, 1823661.6629999997 5899742.392 0, 1823667.199 5899754.694 0, 1823683.4979999997 5899792.213 0, 1823690.813 5899811.446 0, 1823693.75 5899821.327 0, 1823696.21 5899832.193 0, 1823697.1330000004 5899842.137 0, 1823697.375219609 5899857.585403697 0), (1823695.1414784587 5899881.627860601 0, 1823694.9699999997 5899882.678 0))",0.0,147.1795892620974
147569,2016/08/04,156,1823338.3848,5900765.2497,1823697.3931,5899883.0736,Crown,1565,3922,2893,0000/00/00,2016/08/04,OTUTURU CRES,025-0042,2016/08/04,226.0,10.0,1494904,Primary Collector,2500/01/01,SPEED DERESTRICTION LHS (WAIOMU),Thin Surfaced Flexible,2261.0,2327.0,7.1,900,RAMM StateHighways,"LINESTRING Z (1823694.9699999997 5899882.678 0, 1823694.057 5899888.267 0, 1823690.4689999996 5899902.927 0, 1823672.3596970297 5899956.312731985 0)",0.0,77.12937710825614
147571,2016/08/04,897,1822716.8251,5903363.1449,1823196.2234,5901997.9741,Crown,1565,6762,5220,0000/00/00,2016/08/04,START K&C RHS (TAPU),025-0042,2016/08/04,226.0,10.0,1494918,Primary Collector,2500/01/01,WHALEBONE STREAM CULVERT,Thin Surfaced Flexible,2261.0,3486.0,7.0,900,RAMM StateHighways,"LINESTRING Z (1822779.673029282 5902843.249950277 0, 1822779.8509999998 5902849.852 0, 1822779.954 5902861.846 0, 1822779.6461270484 5902873.084113637 0)",0.0,29.84122031264927
2597,2016/08/04,1402,1845890.99,5919707.55,1845649.9202,5919651.5101,Local Authority,86,1725,1461,0000/00/00,2016/08/04,OYSTER DR,CAPTAIN COOK ROAD,2016/08/04,27.0,3.9,497944,Secondary Collector,2500/01/01,HARDY PL,Thin Surfaced Flexible,692.0,183.0,7.0,011,Thames-Coromandel District,"LINESTRING Z (1845737.8400167285 5919704.332835507 0, 1845748.137 5919710.828 0, 1845752.9060000004 5919713.436 0, 1845757.8049999997 5919715.79 0, 1845762.8200000003 5919717.886 0, 1845767.938 5919719.716 0, 1845773.1449999996 5919721.275 0, 1845778.426 5919722.56 0, 1845783.7659999998 5919723.567 0, 1845789.153 5919724.293 0, 1845799.915 5919725.214 0, 1845805.8650000002 5919725.449 0, 1845811.8210000005 5919725.373 0, 1845817.7630000003 5919724.985 0, 1845820.4279326545 5919724.670020642 0)",0.0,87.00670645355349
3969,2016/08/04,1415,1841989.92,5920788.13,1842018.72,5920556.62,Local Authority,442,257,0,0000/00/00,2016/08/04,END,PANORAMA AVENUE,2016/08/04,1.0,1.1,504785,Low Volume,2500/01/01,PURANGI RD,Thin Surfaced Flexible,88.0,23.0,4.2,011,Thames-Coromandel District,"LINESTRING Z (1841969.7328417497 5920620.493995164 0, 1841963.33 5920627.892 0, 1841956.96 5920635.172 0, 1841953.71 5920641.542 0, 1841952.9299999997 5920648.432 0, 1841953.6859982768 5920654.101987075 0)",0.0,39.262800048252956
143645,0000/00/00,0,,,,,,0,0,0,0000/00/00,0000/00/00,,,0000/00/00,0.0,0.0,0,Arterial,0000/00/00,,,0.0,0.0,0.0,076,Auckland,"LINESTRING Z (1782889.1542217203 5916353.102454031 0, 1782890.722 5916352.456 0, 1782894.477 5916350.203 0, 1782896.9470347732 5916348.162754137 0)",0.0,9.278569638437794
121818,0000/00/00,0,,,,,,0,0,0,0000/00/00,0000/00/00,,,0000/00/00,0.0,0.0,0,Secondary Collector,0000/00/00,,,0.0,0.0,0.0,076,Auckland,"LINESTRING Z (1752076.20656587 5948058.653698673 0, 1752081.2750000004 5948062.538 0, 1752087.5769999996 5948066.394 0, 1752094.068 5948069.495 0, 1752111.671 5948074.92 0, 1752160.8159999996 5948089.935 0, 1752165.466 5948091.518 0, 1752168.648 5948092.299 0, 1752172.688 5948092.959 0, 1752175.9519999996 5948093.233 0, 1752180.046 5948093.254 0, 1752184.938 5948092.808 0, 1752188.96 5948092.046 0, 1752192.9019999998 5948090.938 0, 1752196.9119999995 5948089.413 0, 1752201.1660000002 5948086.965 0, 1752205.238 5948084.226 0, 1752209.1090000002 5948081.211 0, 1752212.7599999998 5948077.932 0, 1752215.3449999997 5948075.31 0, 1752218.4469999997 5948071.761 0, 1752220.9819999998 5948066.901 0, 1752222.699 5948062.867 0, 1752224.443 5948057.67 0, 1752225.5080000004 5948053.415 0, 1752226.3959999997 5948048.182 0, 1752233.9000000004 5947976.068 0, 1752233.9970000004 5947971.229 0, 1752233.7699999996 5947967.364 0, 1752233.2750000004 5947963.524 0, 1752232.5130000003 5947959.727 0, 1752231.1909999996 5947955.072 0, 1752229.8449999997 5947951.441 0, 1752228.2479999997 5947947.914 0, 1752226.42 5947944.508 0, 1752224.2489999998 5947941.039 0, 1752222.4649999999 5947938.541 0, 1752219.887 5947935.362 0, 1752215.62 5947930.95 0, 1752201.4000736112 5947917.932885 0)",0.0,322.963220929939
142369,0000/00/00,0,,,,,,0,0,0,0000/00/00,0000/00/00,,,0000/00/00,0.0,0.0,0,Arterial,0000/00/00,,,0.0,0.0,0.0,076,Auckland,"LINESTRING Z (1751523.0690000001 5951278.845 0, 1751523.0640000002 5951277.047 0, 1751522.795 5951269.243 0, 1751522.4139999999 5951263.879 0, 1751521.494 5951255.866 0, 1751520.1550000003 5951247.912 0, 1751519.0319999997 5951242.653 0, 1751517.005 5951234.847 0, 1751515.4280000003 5951229.705 0, 1751512.7280000001 5951222.105 0, 1751510.7089999998 5951217.121 0, 1751506.154 5951207.379 0, 1751500.932 5951197.979 0, 1751498.8609999996 5951193.532 0, 1751496.5599999996 5951189.199 0, 1751493.1440000003 5951183.62 0, 1751488.3420000002 5951177.003 0, 1751484.097 5951172.028 0, 1751479.7010000004 5951167.538 0, 1751476.0420000004 5951163.185 0, 1751472.1610000003 5951159.03 0, 1751466.6569999997 5951153.816 0, 1751462.2989999996 5951150.165 0, 1751456.2000000002 5951145.661 0, 1751451.4299999997 5951142.568 0, 1751446.7649999997 5951139.871 0, 1751421.2970000003 5951126.618 0, 1751357.1021582764 5951099.418088778 0)",0.0,263.9633304700915
143782,0000/00/00,0,,,,,,0,0,0,0000/00/00,0000/00/00,,,0000/00/00,0.0,0.0,0,Access,0000/00/00,,,0.0,0.0,0.0,076,Auckland,"LINESTRING Z (1751457.7914935793 5951319.442929872 0, 1751457.6619999995 5951317.18 0, 1751453.887 5951268.368 0, 1751447.3109999998 5951215.951 0, 1751446.4529999997 5951212.747 0, 1751445.6979999999 5951211.125 0, 1751444.75 5951209.609 0, 1751442.5310000004 5951207.142 0, 1751439.813 5951205.24 0, 1751408.0609999998 5951190.78 0, 1751395.6567403926 5951183.6669894 0)",0.0,166.77034639099892
142368,0000/00/00,0,,,,,,0,0,0,0000/00/00,0000/00/00,,,0000/00/00,0.0,0.0,0,Arterial,0000/00/00,,,0.0,0.0,0.0,076,Auckland,"LINESTRING Z (1751489.6781224685 5951389.121118067 0, 1751497.045 5951378.145 0, 1751500.5580000002 5951371.753 0, 1751506.2120000003 5951359.809 0, 1751510.403 5951350.478 0, 1751512.5429999996 5951344.528 0, 1751514.648 5951337.995 0, 1751516.5240000002 5951331.392 0, 1751518.1689999998 5951324.727 0, 1751519.58 5951318.01 0, 1751520.756 5951311.248 0, 1751521.6940000001 5951304.448 0, 1751522.3959999997 5951297.62 0, 1751522.8569999998 5951290.771 0, 1751523.0810000002 5951283.911 0, 1751523.0690000001 5951278.845 0)",0.0,117.12240487171057
